Device Time, G(x), G(y), G(z), G(calibrated), Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),GPS Altitude(m),Acceleration Sensor(Z axis)(g),GPS Bearing(°),Trip Distance(km),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS Accuracy(m),Engine RPM(rpm),Engine Coolant Temperature(°C),Speed (GPS)(km/h),Speed (OBD)(km/h)
11-mai-2016 20:28:59.971,0.86897278,9.99420166,9.48501587,0.50011253,0.1219107,0.06870188,1.11902606,104.09999847,-0.07025547,41.74000168,8.74191666,48.8197403,2.06775665,9,0,5975,74,162.16111755,160
11-mai-2016 20:29:00.074,0.25761414,7.04743958,3.27804565,0.17505375,-0.083557,0.08126355,0.73278427,104.09999847,0.44379929,41.63999939,8.74738312,48.81977081,2.06779838,9,0,5695,74,162.03147888,160
11-mai-2016 20:29:00.173,-1.19961548,9.28831482,-0.7789917,0.10471358,-0.07828075,-0.03971951,0.61777717,104.09999847,0.58246607,41.63999939,8.7529211,48.81977081,2.06779838,9,1.00999999,5695,74,162.03147888,159
11-mai-2016 20:29:00.271,-0.74737549,9.23208618,4.46607971,0.14097166,-0.03872719,-0.03167015,0.92547894,104.09999847,0.15671007,41.84000015,8.7529211,48.81983185,2.06787825,9,0,5959,74,161.54995728,159
11-mai-2016 20:29:00.372,-1.21278381,8.6075592,-1.28746033,0.06838794,0.02996741,-0.06545258,0.99109173,104,0.17122225,41.65000153,8.76060581,48.81985855,2.0679183,9,0,5885,74,161.47587585,159
11-mai-2016 20:29:00.472,-1.39941406,9.56828308,-2.62744141,0.05108401,-0.08498644,-0.11777265,0.90108669,104,-0.20416571,41.72000122,8.76060581,48.81988907,2.06796002,9,0,5885,74,161.38328552,160
11-mai-2016 20:29:00.571,-0.32623291,9.32061768,0.78710938,0.0373967,-0.11907282,-0.09325904,0.87523228,103.90000153,-0.1278189,41.91999817,8.7689352,48.81991959,2.06800008,9,0,5922,74,161.69812012,160
11-mai-2016 20:29:00.671,0.52201843,8.0572052,1.08381653,-0.07679379,-0.16928659,0.05321288,0.82132566,103.90000153,0.01048079,41.79000092,8.7689352,48.8199501,2.06804156,9,0,5922,74,162.03147888,160
11-mai-2016 20:29:00.774,-0.40759277,8.13497925,2.78871155,0.05326069,-0.16928659,0.05321288,0.82132566,103.90000153,0.01048079,41.79000092,8.77820873,48.8199501,2.06804156,9,0,5922,74,162.03147888,161
11-mai-2016 20:29:00.871,-0.13241577,10.61633301,4.01861572,0.07602376,-0.12209047,-0.0415487,0.82925373,103.69999695,0.18427233,41.38999939,8.7857008,48.82001114,2.06812334,9,0,5944,74,163.05006409,162
11-mai-2016 20:29:00.972,-1.23670959,8.01773071,1.71792603,-0.06191772,-0.07917616,-0.10057735,0.91218466,103.69999695,-0.0283008,41.38999939,8.7857008,48.82001114,2.06812334,9,0,5944,75,163.05006409,162
11-mai-2016 20:29:01.072,0.23129272,7.99020386,0.90556335,-0.08717442,-0.12305116,-0.26607376,0.82486272,103.59999847,-0.23160665,41.79999924,8.7857008,48.82007217,2.06820512,8,0,5971,75,163.82791138,162
11-mai-2016 20:29:01.172,-0.37409973,9.55271912,1.25491333,-0.03149071,0.02007871,-0.07630639,0.9996295,103.59999847,0.08646209,41.79999924,8.79644394,48.82010651,2.0682466,9,0,5971,75,164.14276123,163
11-mai-2016 20:29:01.271,-0.4099884,9.82670593,3.41921997,0.02896453,0.08999511,-0.03959819,1.088902,103.5,-0.10159898,41.90000153,8.80409622,48.82013321,2.06829,8,0,5998,75,164.55020142,163
11-mai-2016 20:29:01.374,-0.55355835,9.235672,-0.4427948,0.16220665,-0.01303566,0.04150515,0.92499053,103.5,0.24073918,41.77999878,8.80409622,48.82016373,2.06833172,8,0,6028,75,165.29098511,163
11-mai-2016 20:29:01.471,-1.85644531,7.60377502,-0.95845032,0.02685561,-0.19589441,-0.18924008,0.77510446,103.40000153,-0.19770135,41.61000061,8.81045437,48.82019806,2.06837344,8,0,6028,75,165.66139221,164
11-mai-2016 20:29:01.572,-1.40539551,9.83985901,-0.11378479,0.04621362,-0.19589441,-0.18924008,0.77510446,103.40000153,-0.19770135,41.61000061,8.81045437,48.82019806,2.06837344,8,0,6044,75,165.66139221,164
11-mai-2016 20:29:01.671,-0.62533569,9.2512207,2.9203186,0.0495185,-0.06006306,-0.04569548,0.82035041,103.40000153,0.35586759,41.75,8.81924629,48.82025909,2.06845665,8,0,6067,75,166.25404358,164
11-mai-2016 20:29:01.771,-0.6468811,9.18302917,2.08401489,0.05493027,-0.00575051,-0.0413045,0.87267047,103.40000153,0.37391683,41.75,8.82472992,48.82028961,2.06849837,8,0,6067,75,166.36515808,165
11-mai-2016 20:29:01.872,0.56269836,8.08592224,6.99888611,0.16803971,0.07218178,-0.05142725,0.67973161,103.30000305,0.72710878,41.54999924,8.83146763,48.82032013,2.0685401,9,0,6083,75,166.45774841,165
11-mai-2016 20:29:01.971,-0.75933838,7.59779358,2.39868164,0.12737182,-0.02470435,-0.11094274,0.96853018,103.30000305,-0.08610999,41.52000046,8.83146763,48.82035065,2.06858158,9,0,6103,75,167.77267456,165
11-mai-2016 20:29:02.071,-1.19602966,9.74176025,-0.62464905,0.09530079,-0.18597415,-0.09716162,0.80717903,103.19999695,-0.06525476,41.43999863,8.83863926,48.82038498,2.06862497,9,0,6103,75,167.79119873,166
11-mai-2016 20:29:02.174,-0.17788696,8.73078918,3.074646,0.03651404,-0.05594011,-0.01813323,0.88998866,103.19999695,0.21341957,41.43999863,8.83863926,48.8204155,2.0686667,9,0,6115,75,168.08752441,166
11-mai-2016 20:29:02.272,0.73498535,8.80735779,3.67524719,0.0229369,-0.02395953,0.07492205,0.89779383,103.09999847,0.27464291,41.65000153,8.84698582,48.82044601,2.06870842,9,0,6115,76,168.56903076,166
11-mai-2016 20:29:02.372,0.73857117,9.39599609,6.15660095,0.05027753,0.14795753,0.07528758,0.95779771,103.09999847,0.5275842,41.63999939,8.84698582,48.82047653,2.0687499,9,0,6028,76,168.4949646,166
11-mai-2016 20:29:02.471,-1.24986267,8.33357239,3.09977722,0.00804865,-0.08441519,-0.127407,0.84949768,103.09999847,0.21598136,41.52999878,8.85691547,48.82051086,2.0687933,8,0,6028,76,168.45791626,165
11-mai-2016 20:29:02.572,-0.72224426,8.66259766,4.49359131,0.00764132,-0.08441519,-0.127407,0.84949768,103,0.21598136,41.68000031,8.85691547,48.82054138,2.06883502,8,0,6056,76,167.53192139,165
11-mai-2016 20:29:02.672,0.68832397,8.98083496,6.26667786,0.03393384,-0.0306674,0.02467537,0.90181774,103,0.25366637,41.68000031,8.86434078,48.82054138,2.06883502,8,1.07000005,6056,76,167.53192139,165
11-mai-2016 20:29:02.771,0.66558838,9.08612061,3.54603577,0.04008658,0.00742526,0.03004006,1.0017029,102.90000153,-0.00049434,41.72000122,8.87338829,48.82060242,2.06891823,8,0,6040,76,166.84666443,164
11-mai-2016 20:29:02.871,-0.2568512,7.33218384,6.13027954,0.06736493,0.10711072,0.01394289,0.839742,102.80000305,0.6207608,41.68000031,8.87338829,48.82063675,2.06895995,8,0,6005,76,166.82815552,164
11-mai-2016 20:29:02.973,-0.37289429,8.10267639,0.61244202,0.08739564,-0.16029781,-0.15399399,0.78083622,102.80000305,0.16683127,41.63999939,8.88160896,48.82066345,2.06900167,8,0,6005,76,165.92066956,163
11-mai-2016 20:29:03.074,0.27436829,7.1000824,5.58352661,0.04005111,-0.07851154,0.02796822,0.72375965,102.80000305,0.46916682,41.63999939,8.88677025,48.82066345,2.06900167,8,0,5978,76,165.92066956,163
11-mai-2016 20:29:03.171,1.04125977,7.48054504,8.30535889,0.237113,0.14472745,0.10614268,0.76254278,102.69999695,0.74662167,41.65000153,8.88677025,48.8207283,2.06908488,8,0,5952,76,165.19839478,163
11-mai-2016 20:29:03.271,-0.72822571,10.26339722,1.64373779,0.18999255,0.14472745,0.10614268,0.76254278,102.59999847,0.74662167,41.66999817,8.89512062,48.820755,2.06912661,8,0,5952,76,164.79095459,162
11-mai-2016 20:29:03.371,-1.39582825,6.94096375,1.8303833,0.0792684,-0.13149512,-0.0613058,0.74815035,102.5,0.33623183,41.54000092,8.89512062,48.82078934,2.06916833,8,0,5982,76,164.29092407,162
11-mai-2016 20:29:03.471,0.01234436,8.61473083,4.69219971,0.08251063,0.00807034,-0.01032807,0.98462892,102.5,0.11426855,41.54000092,8.90211868,48.82081985,2.06920838,8,0,5982,76,163.55010986,161
11-mai-2016 20:29:03.571,0.25282288,7.43028259,2.75880432,-0.09887034,-0.04198647,0.11175313,0.85718149,102.5,0.31220663,41.49000168,8.9092741,48.82084656,2.06925011,8,0,5911,76,163.64271545,161
11-mai-2016 20:29:03.671,-1.68296814,8.84205627,-5.24040222,-0.00915746,-0.1675759,-0.05862268,0.79998356,102.40000153,0.12146398,41.43999863,8.9092741,48.82087708,2.06928992,8,0,5911,77,163.56863403,161
11-mai-2016 20:29:03.771,-0.14677429,7.86099243,3.31272888,0.01339626,-0.00534258,-0.11569925,0.98718917,102.40000153,-0.07281571,41.43999863,8.9092741,48.82087708,2.06928992,8,0,5929,77,163.56863403,161
11-mai-2016 20:29:03.872,0.24085999,7.88731384,4.37036133,0.01228821,-0.22755213,-0.06362339,0.76388359,102.30000305,-0.00671451,41.54000092,8.91888905,48.82090759,2.06933165,8,0,5929,77,163.51307678,161
11-mai-2016 20:29:03.972,-0.61816406,8.06677246,0.80625916,-0.07842654,-0.17091997,-0.06301367,0.82230091,102.19999695,-0.01781252,41.47999954,8.92564201,48.82096863,2.06941342,8,0,5911,77,163.06858826,161
11-mai-2016 20:29:04.071,0.12361145,8.08831787,5.41603088,0.01994867,-0.0073098,0.01260056,0.82449722,102.19999695,0.45209283,41.52000046,8.93157196,48.82099915,2.06945491,8,0,5877,77,162.64263916,160
11-mai-2016 20:29:04.172,0.37844849,10.03726196,1.69996643,0.03497739,-0.0073098,0.01260056,0.82449722,102.19999695,0.45209283,41.52000046,8.93157196,48.82099915,2.06945491,9,1.00999999,5762,77,162.64263916,160
11-mai-2016 20:29:04.272,-1.23910522,7.66477966,-1.81747437,-0.09436178,-0.12659998,-0.03057202,0.71839339,102.09999847,0.39526045,41.52999878,8.93739414,48.82106018,2.06953669,8,0,5762,77,162.40187073,160
11-mai-2016 20:29:04.371,0.73976135,7.23287964,5.13606262,-0.02703938,-0.11596804,0.00820957,0.81047189,102.09999847,0.25220272,41.54000092,8.94486046,48.8210907,2.06957674,8,0,5511,77,161.97592163,160
11-mai-2016 20:29:04.471,0.73377991,9.18302917,3.0196228,0.034197,-0.04366133,0.0817504,0.85364443,102,0.32257202,41.45999908,8.94486046,48.82112122,2.06961823,8,0,5222,77,162.43891907,160
11-mai-2016 20:29:04.574,-0.29872131,8.58004761,3.04354858,0.05031821,0.02894868,-0.11045589,0.97950536,102,0.19390668,41.45999908,8.9513731,48.82112122,2.06961823,8,1.07000005,5222,77,162.43891907,159
11-mai-2016 20:29:04.671,0.59379578,6.92660522,8.7827301,0.23459065,0.11926445,0.1151673,0.98926258,102,0.40989551,41.59000015,8.9513731,48.82115173,2.06965828,8,0,4921,77,161.34623718,159
11-mai-2016 20:29:04.771,-0.23052979,9.4223175,-0.80412292,0.11232726,-0.03541193,-0.02349947,0.96048087,101.90000153,-0.1819697,41.45000076,8.95941162,48.82121277,2.06974006,8,0,4939,77,161.34623718,159
11-mai-2016 20:29:04.873,0.03987122,9.48931885,-2.55924988,0.07037267,-0.03541193,-0.02349947,0.96048087,101.90000153,-0.1819697,41.45000076,8.96709633,48.82121277,2.06974006,8,0,4939,77,161.34623718,159
11-mai-2016 20:29:04.973,-0.54159546,9.70347595,1.8686676,0.10160422,0.02492418,-0.04472023,1.01865399,101.90000153,0.00048091,41.54999924,8.96709633,48.8212738,2.06981993,8,0,4939,77,160.38319397,159
11-mai-2016 20:29:05.075,-0.3106842,8.38143921,4.29618835,0.05337757,-0.10967567,-0.08155131,0.87608469,101.80000305,0.03401914,41.68000031,8.96709633,48.82130432,2.06985998,8,0,4900,77,160.69802856,159
11-mai-2016 20:29:05.173,0.42152405,8.75112915,1.67724609,0.08383834,-0.06114338,-0.11069854,0.88998866,101.69999695,-0.37661493,41.72000122,8.97755241,48.82133484,2.0699017,8,0,4900,77,160.82766724,160
11-mai-2016 20:29:05.272,-0.0199585,7.28433228,4.27345276,0.08862991,0.11996696,0.17126863,0.861938,101.69999695,0.59368539,41.75,8.98475266,48.82136154,2.06994176,8,0,4903,77,161.64256287,160
11-mai-2016 20:29:05.372,-1.72483826,8.87077332,1.0874176,0.0206151,-0.07706136,-0.21058372,0.8837685,101.59999847,-0.2607539,41.72999954,8.98475266,48.82139206,2.06998158,8,0,4895,77,161.34623718,160
11-mai-2016 20:29:05.473,1.09390259,9.51203918,3.7243042,0.00103917,-0.17439255,0.12053354,0.76193148,101.59999847,0.19341826,41.72999954,8.99013042,48.82139206,2.06998158,8,1.07000005,4895,77,161.34623718,160
11-mai-2016 20:29:05.573,0.59977722,8.10626221,6.54663086,0.06669445,0.0919217,-0.07179408,1.06999886,101.59999847,0.10353607,41.68999863,8.99013042,48.82145309,2.07006168,8,0,4887,77,161.8462677,160
11-mai-2016 20:29:05.671,-0.43870544,8.55491638,4.75680542,0.06287209,-0.0160571,0.07931148,0.68851358,101.59999847,0.59795505,41.70999908,8.99837112,48.82148361,2.07010174,8,0,4870,77,161.19807434,159
11-mai-2016 20:29:05.771,0.05302429,9.76329041,-1.31738281,0.09704876,-0.20016292,-0.05850136,0.78790879,101.59999847,0.02279981,41.70999908,9.00424576,48.82151413,2.07014155,8,0,4862,77,161.27215576,159
11-mai-2016 20:29:05.871,-0.45185852,6.71842957,6.20684814,0.03739217,-0.09098078,-0.07764872,0.90523344,101.59999847,-0.08342687,41.79999924,9.00972271,48.82154465,2.07018161,8,0,4862,77,160.69802856,159
11-mai-2016 20:29:05.972,1.19320679,6.53059387,8.53268433,0.02986525,0.10242166,0.12163167,0.66570783,101.59999847,0.76979452,41.79999924,9.01579857,48.82154465,2.07018161,8,0,4839,77,160.69802856,158
11-mai-2016 20:29:06.071,-0.16950989,9.05262756,5.2975769,0.16210818,0.06969696,-0.0172793,0.92279583,101.59999847,0.44001803,41.74000168,9.01579857,48.82160187,2.07026172,8,0,4854,77,160.30911255,158
11-mai-2016 20:29:06.171,-0.00320435,10.06478882,3.81642151,0.12432415,0.06969696,-0.00032664,1.02597237,101.59999847,0.2890338,41.77999878,9.02242565,48.82163239,2.07030177,8,0,4854,77,160.32763672,158
11-mai-2016 20:29:06.271,2.74494934,8.40177917,5.5572052,0.13798822,0.09762899,-0.00032664,1.02597237,101.59999847,0.2890338,41.84999847,9.02828789,48.8216629,2.07034159,8,0,4827,77,159.88314819,157
11-mai-2016 20:29:06.372,0.74932861,7.13357544,3.14762878,0.0765804,-0.09485062,-0.0678915,0.8149842,101.59999847,0.28720459,41.79000092,9.02828789,48.82169342,2.07038164,8,0,4802,77,159.30903625,157
11-mai-2016 20:29:06.472,0.26599121,6.30924988,7.78253174,0.114411,0.14363849,-0.02264553,0.67509794,101.59999847,0.82235879,41.86999893,9.03347778,48.82172012,2.0704217,8,0,4790,77,158.9941864,157
11-mai-2016 20:29:06.572,-0.82992554,9.284729,2.4692688,-0.02677886,-0.23975551,-0.08850253,0.7476635,101.5,0.00365088,41.88000107,9.04025936,48.82175064,2.07046175,8,0,4790,77,158.86454773,156
11-mai-2016 20:29:06.671,-0.67080688,9.90567017,7.16757202,0.01987676,0.08912259,-0.02715784,0.96255422,101.5,0.40806478,41.88000107,9.04025936,48.82175064,2.07046175,8,0,4785,77,158.86454773,156
11-mai-2016 20:29:06.772,0.34495544,7.18263245,7.50137329,0.15203571,-0.02827594,-0.09045459,0.93194181,101.5,0.15866058,41.75999832,9.04736614,48.82180786,2.07053995,8,0,4770,77,157.95707703,156
11-mai-2016 20:29:06.872,0.05661011,6.74594116,5.92210388,-0.00720888,-0.14969195,-0.20216729,0.74400359,101.5,0.25793448,41.77999878,9.05371571,48.82183838,2.07058001,8,0,4770,77,157.95707703,155
11-mai-2016 20:29:06.971,0.38922119,8.00935364,7.11613464,0.00716068,0.09324137,0.03967596,0.81644785,101.5,0.62539595,41.79000092,9.05371571,48.82186508,2.07062006,8,0,4749,77,157.56814575,155
11-mai-2016 20:29:07.071,0.25880432,10.93338013,5.58950806,0.03721164,0.25241902,0.02638168,1.11451375,101.5,0.46977654,41.70999908,9.06090641,48.8218956,2.07066011,8,0,4749,77,157.60519409,155
11-mai-2016 20:29:07.176,-0.55116272,8.72958374,3.8666687,0.06764913,0.25241902,0.02638168,1.11451375,101.5,0.46977654,41.72999954,9.06090641,48.8219223,2.07069993,8,0,4749,77,156.88291931,155
11-mai-2016 20:29:07.271,-0.10131836,7.74734497,4.64434814,0.10735669,-0.02479437,-0.05618376,0.88986582,101.5,0.29415584,41.65000153,9.06839848,48.82195282,2.07073998,8,0,4749,76,156.34584045,155
11-mai-2016 20:29:07.372,-0.22692871,7.19578552,4.59648132,0.03340444,-0.12396609,-0.05581823,0.85047448,101.5,0.10121847,41.65000153,9.06839848,48.82195282,2.07073998,8,0,4711,76,156.34584045,155
11-mai-2016 20:29:07.471,0.5579071,7.71264648,3.93127441,-0.01038519,-0.28695583,-0.08508836,0.69314718,101.5,0.04279955,41.52999878,9.08024788,48.82201004,2.07082009,8,0,4711,76,156.19767761,153
11-mai-2016 20:29:07.574,0.4047699,9.31703186,0.51313782,0.04485875,-0.08084567,0.06309143,0.68692857,101.5,0.50697315,41.65000153,9.08024788,48.82204056,2.07085991,8,0,4701,76,156.2902832,153
11-mai-2016 20:29:07.671,0.36529541,9.47375488,1.38291931,0.13864835,0.16372554,0.23761402,0.8832801,101.5,0.6188103,41.65000153,9.08645248,48.82204056,2.07085991,8,1.07000005,4701,76,156.2902832,153
11-mai-2016 20:29:07.771,-1.07398987,9.03826904,2.39987183,0.11049103,-0.0758872,-0.10972328,0.90511215,101.40000153,0.04877552,41.70000076,9.09227467,48.82209778,2.07093835,7,0,4689,76,154.64199829,153
11-mai-2016 20:29:07.871,0.09011841,7.94474792,6.20326233,0.12030554,-0.03325183,-0.05179278,0.96121192,101.40000153,-0.1857494,41.70000076,9.09227467,48.82209778,2.07093835,7,1.42999995,4673,76,154.64199829,153
11-mai-2016 20:29:07.973,0.92401123,7.22808838,6.63038635,0.09705353,-0.198116,-0.03557273,0.79998356,101.30000305,-0.13660087,41.72000122,9.09858608,48.822155,2.07101655,7,0,4673,76,154.56791687,152
11-mai-2016 20:29:08.072,0.64405823,8.40177917,6.0692749,0.05201908,-0.2967177,0.01857653,0.62204683,101.30000305,0.22707938,41.84999847,9.10551071,48.8221817,2.07105494,7,0,4659,76,153.41967773,152
11-mai-2016 20:29:08.171,0.52799988,6.77824402,3.70037842,0.0369039,-0.07657205,0.04150515,0.82474142,101.30000305,0.31257215,41.65000153,9.11035061,48.8222084,2.07109499,7,0,4643,76,153.93824768,151
11-mai-2016 20:29:08.271,-1.19483948,10.09469604,-2.83322144,0.16847622,-0.18730997,0.02723562,0.63704741,101.30000305,0.40343115,41.74000168,9.11035061,48.82223892,2.07113338,7,0,4643,76,153.19743347,151
11-mai-2016 20:29:08.372,-1.17449951,9.69270325,0.90675354,0.09038653,-0.00010521,-0.11972471,0.98804313,101.30000305,-0.00756845,41.65999985,9.11869717,48.82226562,2.07117343,7,0,4625,76,153.17892456,151
11-mai-2016 20:29:08.472,0.71104431,9.86378479,6.98571777,0.15379776,-0.00010521,-0.11972471,0.98804313,101.30000305,-0.00756845,41.59999847,9.11869717,48.82229614,2.07121158,7,0,4611,76,153.04927063,151
11-mai-2016 20:29:08.573,0.66558838,8.72720337,4.52111816,0.15053885,0.27876759,0.1330952,0.98682362,101.30000305,0.70161992,41.74000168,9.12484264,48.82232285,2.07124996,7,0,4611,76,152.51219177,150
11-mai-2016 20:29:08.672,0.6572113,7.02709961,7.92729187,0.17471933,-0.12369848,-0.03642666,0.86571926,101.30000305,0.02877578,41.74000168,9.12484264,48.82235336,2.07128835,7,0,4611,75,151.93806458,150
11-mai-2016 20:29:08.772,0.11763,8.18164062,1.32191467,0.04531033,-0.22187741,-0.00142478,0.77668941,101.30000305,-0.14257683,41.70999908,9.12484264,48.82238007,2.07132673,7,0,4593,75,152.01216125,150
11-mai-2016 20:29:08.871,-0.33460999,7.61811829,1.30635071,0.0345585,0.01098604,0.07418944,0.88547635,101.30000305,0.38147932,41.61999893,9.13563442,48.82241058,2.07136512,7,0,4586,75,151.91955566,150
11-mai-2016 20:29:08.972,0.068573,10.43927002,4.03536987,0.23368227,-0.03147581,-0.01532723,0.90767235,101.30000305,0.2365924,41.61999893,9.14148998,48.82241058,2.07136512,7,0,4586,75,151.91955566,149
11-mai-2016 20:29:09.072,-0.62893677,9.92001343,3.38452148,0.12033162,0.00737783,-0.1349695,0.99279964,101.40000153,-0.20123839,41.70000076,9.14148998,48.8224678,2.07144165,7,0,4586,75,150.91947937,149
11-mai-2016 20:29:09.172,-1.99642944,9.39839172,-0.19274902,0.07028279,0.0536939,-0.11252929,0.80705613,101.40000153,0.56746548,41.70000076,9.14148998,48.8224678,2.07144165,7,1.42999995,4604,75,150.91947937,149
11-mai-2016 20:29:09.272,-0.32383728,8.7571106,3.62020874,0.07545441,0.04404771,-0.12472387,0.98962808,101.40000153,0.20719939,41.75,9.14148998,48.82249451,2.07148004,7,1.42999995,4604,75,150.80836487,149
11-mai-2016 20:29:09.373,-0.82513428,9.27635193,4.61083984,0.15209258,0.03540258,-0.08289208,1.0240202,101.40000153,0.02584846,41.91999817,9.14148998,48.82252502,2.07151675,7,0,4604,75,150.40092468,149
11-mai-2016 20:29:09.472,-0.21736145,7.5894165,2.17494202,0.09303239,0.03540258,-0.08289208,1.0240202,101.40000153,0.02584846,41.56000137,9.16181183,48.82257843,2.07159328,7,0,4604,75,150.64167786,149
11-mai-2016 20:29:09.579,-0.08695984,6.91104126,4.04972839,0.02517064,-0.18314204,-0.00886441,0.70448941,101.5,0.31281635,41.74000168,9.16880608,48.82260895,2.07163,8,0,4577,75,150.17868042,149
11-mai-2016 20:29:09.675,-0.06541443,8.03686523,-1.40470886,-0.07552487,-0.16801727,-0.00666814,0.81925231,101.59999847,-0.24319151,41.75,9.16880608,48.82263565,2.07166672,8,0,4557,75,150.30831909,149
11-mai-2016 20:29:09.771,-0.34657288,8.09669495,-0.87709045,-0.07629246,-0.16801727,-0.00666814,0.81925231,101.59999847,-0.24319151,41.75,9.17410374,48.82263565,2.07166672,8,0,4557,75,150.30831909,149
11-mai-2016 20:29:09.872,0.09130859,9.76089478,1.64852905,-0.01326431,-0.09048974,-0.16118942,0.89474517,101.59999847,-0.10964833,41.70000076,9.17410374,48.82266617,2.0717051,8,1.24000001,4566,75,150.38240051,149
11-mai-2016 20:29:09.973,-1.00340271,11.88572693,1.90814209,0.04951356,0.04667669,0.0318708,0.80986214,101.59999847,0.56173366,41.61000061,9.18147087,48.82271957,2.07177997,8,0,4566,75,150.41943359,149
11-mai-2016 20:29:10.071,-0.83232117,9.33018494,0.29418945,0.04811335,0.11158548,0.03345579,0.93608856,101.59999847,0.4978272,41.59000015,9.18147087,48.82275009,2.07181835,8,0,4588,75,150.99354553,149
11-mai-2016 20:29:10.173,-0.76890564,6.29249573,1.78851318,0.05231236,0.09852602,-0.11435848,1.09073269,101.69999695,-0.04378979,41.68999863,9.19106388,48.82277679,2.07185507,8,0,4588,75,150.99354553,150
11-mai-2016 20:29:10.272,-1.77868652,11.35929871,-0.86512756,0.07047523,-0.18417938,0.03101687,0.79412895,101.80000305,0.08304636,41.75999832,9.19689751,48.82280731,2.07189322,8,0,4595,75,151.0120697,150
11-mai-2016 20:29:10.374,0.68832397,8.37904358,2.54702759,0.08469273,-0.05673521,-0.10704017,0.93669832,101.80000305,-0.11672089,41.75999832,9.19689751,48.82283401,2.0719316,8,0,4602,75,151.51211548,150
11-mai-2016 20:29:10.480,0.17625427,10.2155304,3.69798279,0.2003901,0.12126601,-0.13667582,1.10048842,101.80000305,0.06316794,41.75999832,9.2031889,48.82283401,2.0719316,8,1.24000001,4602,75,151.51211548,150
11-mai-2016 20:29:10.578,-1.81936646,9.62211609,-0.07550049,0.10273258,-0.09145491,-0.14143233,0.85779124,102,-0.3628338,41.84000015,9.20931435,48.82289124,2.07200837,8,0,4611,75,151.64175415,150
11-mai-2016 20:29:10.671,0.78164673,8.41732788,3.06388855,0.1197546,0.1555153,0.04101674,1.00645947,102.09999847,0.46538556,41.75999832,9.20931435,48.82292175,2.07204676,8,0,4629,75,152.21588135,150
11-mai-2016 20:29:10.771,-0.25086975,6.65620422,-0.08387756,-0.22817576,-0.03442578,-0.02862151,0.89474517,102.19999695,0.26098314,41.86000061,9.21504211,48.82294846,2.0720849,8,0,4638,75,152.10476685,151
11-mai-2016 20:29:10.875,-0.84907532,11.84265137,0.91990662,0.3067044,0.06768294,-0.23156027,1.0228008,102.30000305,-0.29856178,41.88000107,9.22087193,48.82297516,2.07212329,7,0,4638,75,152.49368286,151
11-mai-2016 20:29:10.973,0.45022583,6.20875549,6.86727905,0.15337124,-0.05484428,0.04589458,0.63290066,102.40000153,0.60002846,41.99000168,9.22087193,48.82300568,2.07216334,7,0,4652,75,153.10482788,151
11-mai-2016 20:29:11.071,-1.53341675,7.65402222,2.47883606,0.09655495,-0.16482785,-0.15631159,0.78022647,102.40000153,0.15268461,41.99000168,9.2271843,48.82300568,2.07216334,7,0,4652,75,153.10482788,152
11-mai-2016 20:29:11.174,-0.58586121,8.19599915,1.50137329,-0.05575061,-0.16482785,-0.15631159,0.78022647,102.59999847,0.15268461,41.91999817,9.2271843,48.82305908,2.07224011,7,0,4659,75,153.45671082,152
11-mai-2016 20:29:11.272,-1.18167114,12.32839966,0.10635376,0.03148097,-0.38057443,-0.01910848,0.59216696,102.69999695,0.07999771,41.93000031,9.2353754,48.8230896,2.07227993,7,0,4659,74,153.47523499,152
11-mai-2016 20:29:11.374,-1.01298523,9.37086487,-0.73712158,0.05859954,0.04434784,-0.14631172,0.97072494,102.69999695,0.25525135,41.79999924,9.2353754,48.82312012,2.07231832,7,0,4682,74,154.23455811,152
11-mai-2016 20:29:11.472,-0.6743927,8.53457642,0.41622925,0.03275972,-0.24069689,0.03626023,0.75815183,102.80000305,-0.09379382,41.83000183,9.24465275,48.82314682,2.07235837,8,0,4682,74,153.30856323,153
11-mai-2016 20:29:11.572,-0.42195129,8.26060486,1.57913208,-0.0488376,-0.00255889,-0.02044927,0.98523867,102.90000153,-0.25197348,41.77000046,9.24465275,48.82317352,2.07239676,7,0,4689,74,154.58644104,153
11-mai-2016 20:29:11.671,0.57226562,8.47236633,-0.37460327,0.00664095,-0.07340728,-0.01276699,0.76241988,102.90000153,0.42587137,41.91999817,9.25247288,48.82320404,2.07243657,7,0,4682,74,154.29011536,153
11-mai-2016 20:29:11.774,0.37844849,8.64344788,3.66687012,0.0091556,-0.09582599,-0.0921609,0.89633018,103,-0.02878921,41.84999847,9.25799751,48.82323074,2.07247496,8,0,4682,74,154.34567261,153
11-mai-2016 20:29:11.872,2.02470398,6.51263428,6.81822205,0.07582986,-0.16965738,-0.06057474,0.82327771,103,-0.18684754,41.97000122,9.26467037,48.82326126,2.07251501,8,0,4682,74,154.36419678,153
11-mai-2016 20:29:11.976,0.36050415,8.02131653,3.68481445,0.08446331,0.031173,0.00260068,0.99426329,103,0.17207618,41.88999939,9.26467037,48.82329178,2.0725534,8,0,4692,74,154.47532654,153
11-mai-2016 20:29:12.071,0.15830994,8.8109436,8.93945312,0.13249452,0.1687984,0.09833752,1.09121954,103,0.30586511,41.93999863,9.27155495,48.82331848,2.07259345,8,0,4692,74,154.60496521,153
