Device Time, G(x), G(y), G(z), G(calibrated), Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),GPS Altitude(m),Acceleration Sensor(Z axis)(g),GPS Bearing(°),Trip Distance(km),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS Accuracy(m),Engine RPM(rpm),Engine Coolant Temperature(°C),Speed (GPS)(km/h),Speed (OBD)(km/h)
11-mai-2016 20:23:42.072,-0.06182861,9.42111206,3.09140015,0.10353494,-0.12676647,0.0382123,0.82108146,155.8999939,0.19390668,115.83000183,-,48.79810333,1.97467828,10,0,-,-,22.40919876,-
11-mai-2016 20:23:42.172,-0.06182861,9.42111206,3.09140015,0.10353494,-0.12676647,0.0382123,0.82108146,155.80000305,0.19390668,117.58999634,-,48.79809952,1.97468829,10,0,-,42,22.64995956,-
11-mai-2016 20:23:42.271,-0.06182861,9.42111206,3.09140015,0.10353494,-0.12676647,0.0382123,0.82108146,155.8999939,0.19390668,117.19999695,-,48.7980957,1.97469831,10,0,-,42,22.98331833,-
11-mai-2016 20:23:42.372,-0.06182861,9.42111206,3.09140015,0.10353494,-0.12676647,0.0382123,0.82108146,155.8999939,0.19390668,118.69999695,-,48.79809189,1.97470832,10,0,-,42,22.77960014,-
11-mai-2016 20:23:42.473,-0.06182861,9.42111206,3.09140015,0.10353494,-0.12676647,0.0382123,0.82108146,155.8999939,0.19390668,120.04000092,-,48.79809189,1.97471666,10,0,-,42,23.14999771,-
11-mai-2016 20:23:42.573,-0.06182861,9.42111206,3.09140015,0.10353494,-0.12676647,0.0382123,0.82108146,155.8999939,0.19390668,120.23000336,-,48.79808807,1.97472501,10,0,-,42,22.90924072,-
11-mai-2016 20:23:42.671,-0.06182861,9.42111206,3.09140015,0.10353494,-0.12676647,0.0382123,0.82108146,155.8999939,0.19390668,120.38999939,-,48.79808426,1.97473335,10,0,1920,42,23.37224007,-
11-mai-2016 20:23:42.773,-0.06182861,9.42111206,3.09140015,0.10353494,-0.12676647,0.0382123,0.82108146,155.8999939,0.19390668,122.70999908,-,48.79808044,1.9747417,10,0,1920,42,23.22407913,23
11-mai-2016 20:23:42.873,-0.06182861,9.42111206,3.09140015,0.10353494,-0.12676647,0.0382123,0.82108146,155.80000305,0.19390668,124.5,-,48.79807663,1.97475004,10,0,1920,42,23.29815865,23
11-mai-2016 20:23:42.974,-0.06182861,9.42111206,3.09140015,0.10353494,-0.12676647,0.0382123,0.82108146,155.80000305,0.19390668,123.91000366,-,48.79807281,1.97475839,11,0,1920,42,24.00191879,23
11-mai-2016 20:23:43.072,-0.06182861,9.42111206,3.09140015,0.10353494,-0.12676647,0.0382123,0.82108146,155.8999939,0.19390668,124.51000214,-,48.798069,1.97476661,11,0,1920,42,24.87236023,23
11-mai-2016 20:23:43.174,-0.06182861,9.42111206,3.09140015,0.10353494,-0.12676647,0.0382123,0.82108146,155.8999939,0.19390668,125.30999756,-,48.79806519,1.97477496,11,0,1920,42,25.09459877,23
11-mai-2016 20:23:43.270,-0.06182861,9.42111206,3.09140015,0.10353494,-0.12676647,0.0382123,0.82108146,155.80000305,0.19390668,126.12999725,-,48.79806137,1.9747833,11,0,1920,42,25.46500015,23
11-mai-2016 20:23:43.372,-0.06182861,9.42111206,3.09140015,0.10353494,-0.12676647,0.0382123,0.82108146,155.80000305,0.19390668,126.12999725,-,48.79806137,1.9747833,11,0,1920,42,25.46500015,23
11-mai-2016 20:23:43.470,-0.06182861,9.42111206,3.09140015,0.10353494,-0.12676647,0.0382123,0.82108146,155.8999939,0.19390668,126.41000366,-,48.79805374,1.97480166,11,0,1920,42,27.1688385,23
11-mai-2016 20:23:43.576,-0.06182861,9.42111206,3.09140015,0.10353494,-0.12676647,0.0382123,0.82108146,155.8999939,0.19390668,125.73000336,-,48.79804993,1.97481,11,0,1920,42,27.37255859,23
11-mai-2016 20:23:43.671,-0.06182861,9.42111206,3.09140015,0.10353494,-0.12676647,0.0382123,0.82108146,155.8999939,0.19390668,128.36999512,-,48.79804611,1.97482002,11,0,2254,42,27.96520042,23
11-mai-2016 20:23:43.772,-2.47259521,8.62550354,1.31712341,0.01724744,-0.06417187,-0.29473415,0.88730556,155.8999939,-0.06842628,128.42999268,0.0072675,48.79803848,1.97482836,11,0,2254,42,28.78007889,28
11-mai-2016 20:23:43.871,-2.52763367,9.38043213,-0.42245483,0.04612176,-0.03522629,-0.33095551,0.88523215,155.8999939,0.09231517,128.25999451,0.0072675,48.79803467,1.97483671,11,0,2254,42,29.48383904,28
11-mai-2016 20:23:43.972,-3.08874512,8.69010925,-0.51338196,0.04545688,-0.09087937,-0.25924385,0.86035299,155.8999939,0.03609253,126.51000214,0.0072675,48.79803085,1.97484672,11,0,2254,42,29.89127731,28
11-mai-2016 20:23:44.071,-3.53979492,8.98083496,0.68661499,0.05347762,-0.06137051,-0.41657114,0.80022782,155.8999939,0.15792952,126.08000183,0.0072675,48.79802322,1.97485495,11,0,2254,42,30.37279892,28
11-mai-2016 20:23:44.171,-3.21078491,8.93896484,1.32429504,0.07034981,0.0022612,-0.37461647,0.85754704,155.8999939,0.25793448,124.16999817,0.0072675,48.79801941,1.97486496,11,0,2254,42,31.20620155,28
11-mai-2016 20:23:44.271,-3.81976318,8.4974823,1.89019775,0.08347316,-0.0267821,-0.35461518,0.87974459,156,0.11634194,123.16999817,0.0072675,48.79801559,1.97487497,11,0,2254,42,31.55807877,28
11-mai-2016 20:23:44.371,-4.24449158,8.46878052,-0.28607178,0.09257177,-0.03359203,-0.43266988,0.86328036,156,-0.12916122,120.05999756,0.0072675,48.79801178,1.97488666,11,0,2254,42,32.35443878,28
11-mai-2016 20:23:44.473,-3.63072205,8.57286072,1.20944214,0.04978245,-0.04266714,-0.37010416,0.87388992,156,0.02328666,118.16000366,0.0072675,48.79800797,1.97489667,11,0,2254,42,32.91003799,28
11-mai-2016 20:23:44.572,-4.2361145,8.90905762,1.61264038,0.07126478,0.0192908,-0.43181592,0.90816081,156.1000061,0.0643874,116.81999969,0.0072675,48.79800415,1.97490835,11,0,2742,42,33.4285965,28
11-mai-2016 20:23:44.671,-3.36152649,9.32780457,2.88562012,0.09504218,0.0192908,-0.43181592,0.90816081,156.1000061,0.0643874,114,0.0072675,48.79800034,1.97492003,11,0,2742,42,33.72491837,28
11-mai-2016 20:23:44.772,-4.36053467,8.51304626,0.28341675,0.09636955,0.01423333,-0.41864455,0.87706149,156.1000061,0.18890595,113.68000031,0.015715,48.79799652,1.97493172,11,0,2742,42,34.20643997,34
11-mai-2016 20:23:44.873,-5.01496887,9.16867065,-0.89863586,0.16200542,0.07922181,-0.44145027,0.98438472,156.1000061,-0.09428068,111.20999908,0.015715,48.79799271,1.97494495,11,0,2742,42,35.16947937,34
11-mai-2016 20:23:44.972,-4.48616028,9.2081604,1.22859192,0.09079016,-0.04344356,-0.56438386,0.75315106,156,0.06914391,109.70999908,0.015715,48.79798889,1.9749583,11,0,2742,42,36.11399841,34
11-mai-2016 20:23:45.072,-5.75434875,7.06896973,1.47384644,0.11077034,0.14989457,-0.58011705,0.93828326,156.1000061,0.22317679,107.86000061,0.015715,48.79798508,1.97496998,11,0,2742,42,35.79916,34
11-mai-2016 20:23:45.172,-4.23851013,8.7571106,1.74064636,0.10025978,-0.1186746,-0.51108855,0.7029044,156,0.0446303,105.56999969,0.015715,48.79798508,1.97498333,11,0,2742,42,36.59552002,34
11-mai-2016 20:23:45.275,-5.19444275,8.78941345,4.40505981,0.22625029,0.10581806,-0.49608794,0.95084649,156,0.1679294,105.56999969,0.015715,48.79798508,1.97498333,11,0.75999999,2742,42,36.59552002,34
11-mai-2016 20:23:45.372,-5.19084167,7.5894165,5.37774658,0.16146193,0.04556987,-0.56194496,0.87449968,156.1000061,0.00926133,102.83999634,0.015715,48.79798126,1.97499835,11,0.75999999,2742,43,37.16963959,34
11-mai-2016 20:23:45.480,-4.64767456,7.87893677,2.45970154,0.13508925,-0.04450966,-0.50864959,0.69131798,156.19999695,0.31915784,100.13999939,0.02349153,48.79797745,1.97502661,11,0,3095,43,38.13267899,39
11-mai-2016 20:23:45.574,-5.89912415,8.55610657,0.75601196,0.15496659,-0.04450966,-0.50864959,0.69131798,156.19999695,0.31915784,97.84999847,0.02349153,48.79797745,1.97504163,11,0,3095,43,38.35491943,39
11-mai-2016 20:23:45.675,-3.69055176,7.66598511,4.84294128,0.15264863,0.10049236,-0.5568229,0.90279454,156.19999695,0.19183329,95.48999786,0.02349153,48.79797363,1.97505665,11,0,3167,43,39.1697998,39
11-mai-2016 20:23:45.773,-4.37249756,7.70306396,2.53865051,0.13667843,0.11905097,-0.49364904,0.77205426,156.19999695,0.54160953,95.48999786,0.02688194,48.79797363,1.97505665,11,0.75999999,3167,43,39.1697998,40
11-mai-2016 20:23:45.873,-4.6763916,8.90666199,4.72210693,0.12878835,-0.04441896,-0.4307178,0.73754078,156.30000305,0.32781693,90.95999908,0.02688194,48.79797363,1.97508836,11,0,3167,43,39.8920784,40
11-mai-2016 20:23:45.981,-2.04428101,8.20556641,6.40426636,0.1740998,-0.08064372,-0.41669247,0.71497768,156.1000061,0.29976627,88.47000122,0.02688194,48.79797363,1.97510338,11,0,3167,43,39.6513176,40
11-mai-2016 20:23:46.074,-2.7824707,6.44564819,7.15560913,0.10571779,-0.03409069,-0.34802946,0.89986724,156.1000061,-0.13818584,88.47000122,0.02688194,48.79797363,1.97510338,11,0.75999999,3101,43,39.6513176,40
11-mai-2016 20:23:46.172,-2.78964233,9.05023193,1.16757202,0.08571044,-0.09258845,-0.22924268,0.75754207,156.19999695,0.34318304,85.84999847,0.0303375,48.79797363,1.97511828,11,0,3101,43,39.91059875,40
11-mai-2016 20:23:46.272,-1.3240509,8.06079102,3.79728699,0.01105028,-0.07713327,-0.12667595,0.88340294,156.1000061,0.13378145,82.30000305,0.0303375,48.79797745,1.97514999,11,0,2554,43,40.04023743,40
11-mai-2016 20:23:46.372,0.82591248,7.87893677,4.10595703,0.00235128,-0.0901145,0.08419087,0.80315357,156.19999695,0.31854811,80.95999908,0.03287083,48.79798126,1.97516668,11,0,2554,43,40.16987991,40
11-mai-2016 20:23:46.472,1.25541687,8.45800781,3.54603577,0.01582137,-0.05606915,0.12797317,0.8621822,156.19999695,0.26147154,80.98000336,0.03287083,48.79798126,1.9751817,11,0,2554,43,39.87355804,40
11-mai-2016 20:23:46.576,1.60476685,9.08132935,2.05531311,0.00974868,-0.03654286,0.16358478,0.92572159,156.1000061,0.10951204,81.51000214,0.03544861,48.79798508,1.97519672,11,0,2198,43,40.42915726,40
11-mai-2016 20:23:46.671,0.91204834,8.25939941,1.94882202,-0.03718579,-0.12966508,0.09297129,0.84193671,156.1000061,0.09865668,82.22000122,0.03544861,48.79798508,1.97521162,11,0,2198,43,40.89215851,40
11-mai-2016 20:23:46.771,2.28552246,8.32400513,1.82440186,0.01183484,-0.12966508,0.09297129,0.84193671,156.1000061,0.09865668,82.66000366,0.03544861,48.79798508,1.97522831,11,0,2281,43,40.8551178,40
11-mai-2016 20:23:46.872,2.8490448,9.21055603,4.82978821,0.0670317,-0.13908303,0.32493597,0.78668934,156.1000061,0.02731212,82.76999664,0.03878194,48.79798508,1.97524333,11,0,2281,43,40.31803894,40
11-mai-2016 20:23:46.972,1.91703796,10.52659607,-0.43203735,0.118921,0.31274447,0.47213894,1.10146368,156,0.43477467,84.27999878,0.03878194,48.79798508,1.97525835,11,0,2281,43,40.8551178,40
11-mai-2016 20:23:47.077,1.82012939,9.29071045,0.24394226,0.05816525,0.01474971,0.24444392,0.89876908,156,0.30183965,84.27999878,0.03878194,48.79798508,1.97525835,11,0,2398,43,40.8551178,40
11-mai-2016 20:23:47.172,3.24983215,10.49668884,1.54803467,0.0750636,-0.19533546,0.15943801,0.69814789,156,0.26634938,88.19000244,0.04184556,48.79798889,1.97528994,11,0,2398,43,42.67008209,42
11-mai-2016 20:23:47.275,5.65701294,10.97047424,0.52987671,0.16040584,0.32384595,0.48214039,1.2273246,156.1000061,0.01218865,89.77999878,0.04184556,48.79798889,1.97530663,11,0,2447,43,42.52191925,42
11-mai-2016 20:23:47.372,2.20895386,9.40316772,-0.19393921,0.07759702,0.13066678,0.34591255,0.95523596,156,0.39538178,92.08999634,0.04423722,48.79798889,1.97532332,11,0,2447,43,43.59608078,42
11-mai-2016 20:23:47.473,1.58203125,9.9511261,-0.91178894,0.09291502,0.07995291,0.2928614,1.01194704,156,-0.33600259,92.08999634,0.04423722,48.79798889,1.97532332,11,0,2447,43,43.59608078,42
11-mai-2016 20:23:47.574,2.06300354,9.56109619,-0.51817322,0.13752206,0.18808071,0.39945206,1.1109767,156.1000061,0.02938551,95.30000305,0.04423722,48.79798508,1.97535503,11,0,2578,43,44.50355911,42
11-mai-2016 20:23:47.671,1.80577087,8.4699707,-3.33930969,0.11093183,-0.16013271,0.32103339,0.73351532,156.1000061,0.15256329,95.30000305,0.04754584,48.79798508,1.97535503,11,0,2578,43,44.50355911,44
11-mai-2016 20:23:47.772,2.38961792,12.42051697,-3.3883667,0.42756689,-0.16013271,0.32103339,0.73351532,156.19999695,0.15256329,97.13999939,0.04754584,48.79798508,1.97538829,10,0,2634,43,45.50363922,44
11-mai-2016 20:23:47.876,4.05502319,9.25482178,-1.33053589,0.22981194,0.33524644,0.24359,1.26610768,156.19999695,-0.44539922,97.13999939,0.05042597,48.79798508,1.97538829,10,0,2634,43,45.50363922,45
11-mai-2016 20:23:47.974,-1.6925354,9.03826904,-0.9548645,0.14853537,-0.11379309,0.28773937,0.79034925,156.19999695,0.17817348,99.33999634,0.05042597,48.79798126,1.97542167,10,0,2634,43,46.20740128,45
11-mai-2016 20:23:48.073,1.63587952,10.42012024,1.94165039,0.18604577,-0.13686742,0.0247967,0.78364068,156.19999695,0.26025206,99.33999634,0.05042597,48.79798126,1.97542167,10,0.82999998,2673,43,46.20740128,45
11-mai-2016 20:23:48.171,-0.11805725,8.19360352,3.42280579,-0.00196576,0.12937184,0.43652734,0.94499183,156.30000305,0.33708575,102.86000061,0.05368681,48.79797363,1.97545671,10,0,2673,43,46.59631729,46
11-mai-2016 20:23:48.272,1.17645264,9.29429626,-0.17959595,0.07079454,-0.07434741,0.02491802,0.92108798,156.3999939,-0.01500808,104.54000092,0.05368681,48.79796982,1.97547328,10,0,2673,44,47.41119766,46
11-mai-2016 20:23:48.374,1.99240112,8.10505676,2.72410583,0.07114407,-0.05391176,0.21675879,0.92023402,156.3999939,-0.12562418,106.25,0.05740681,48.79796982,1.97549164,10,0,2767,44,47.78160095,47
11-mai-2016 20:23:48.472,1.01493835,8.86598206,-0.81846619,0.00626689,-0.06248259,0.12760764,0.92535609,156.3999939,-0.0240327,106.25,0.05740681,48.79796982,1.97549164,10,0.82999998,2767,44,47.78160095,47
11-mai-2016 20:23:48.572,1.04844666,9.83029175,0.64593506,0.04769076,-0.05848001,0.08004409,0.92803919,156.3999939,0.03487307,108.05999756,0.06007208,48.79796219,1.97552502,11,0,2799,44,47.81863785,48
11-mai-2016 20:23:48.672,1.54614258,10.69529724,-0.51100159,0.06089769,-0.06778261,0.26224896,0.88498795,156.3999939,0.02828737,108.05999756,0.06007208,48.79796219,1.97552502,11,0,2799,44,47.81863785,48
11-mai-2016 20:23:48.773,1.51623535,10.82809448,-2.35705566,0.07829495,0.06748905,0.11724069,1.02780151,156.5,-0.36197984,109.66999817,0.06007208,48.79795837,1.97554338,11,0.75999999,2863,44,49.33727646,48
11-mai-2016 20:23:48.871,2.04864502,9.41035461,3.23976135,0.12856555,0.03422097,0.14724343,0.99548274,156.5,-0.33709916,110.48999786,0.06345361,48.79795456,1.97556162,11,0,2863,44,49.85583878,49
11-mai-2016 20:23:48.971,2.65402222,7.176651,6.29658508,0.16101938,0.01047207,0.27054253,0.73156482,156.5,0.54185373,111.16999817,0.06345361,48.79794693,1.97557831,11,0,2863,44,49.59655762,49
11-mai-2016 20:23:49.072,0.70387268,9.42829895,1.015625,0.13312878,-0.03035898,0.07175052,0.96109056,156.5,0.00352956,113.40000153,0.06345361,48.79794312,1.97559667,11,0,2863,44,50.28179932,49
11-mai-2016 20:23:49.172,0.9168396,10.69888306,0.12310791,0.18745553,-0.03035898,0.07175052,0.96109056,156.5,0.00352956,113.11000061,0.06345361,48.7979393,1.97561502,11,0,2863,44,51.02259827,49
11-mai-2016 20:23:49.272,0.02311707,8.06318665,3.14164734,-0.02509928,-0.12911713,0.04760244,0.80254382,156.5,0.2340306,115.09999847,0.06962583,48.79793167,1.97563338,11,0.75999999,2944,44,50.89295959,52
11-mai-2016 20:23:49.371,0.10447693,8.28930664,4.41223145,0.07018296,-0.03349698,0.01260056,0.90925735,156.6000061,0.22646964,115.68000031,0.06962583,48.79792404,1.97566831,11,0,2944,44,52.67087936,52
11-mai-2016 20:23:49.471,-0.43510437,8.05122375,5.39808655,0.06735182,-0.01936108,-0.10289338,0.9519431,156.6000061,-0.3102695,116.44999695,0.07258625,48.79791641,1.97568667,11,0,3055,44,53.52279663,53
11-mai-2016 20:23:49.574,-0.66362,8.39219666,2.84613037,-0.0013625,0.0469292,-0.12069997,0.99975085,156.6000061,-0.38502979,116.47000122,0.07258625,48.7979126,1.97570503,11,0,3055,44,53.26351929,53
11-mai-2016 20:23:49.672,-0.49253845,8.91145325,0.08003235,0.05760853,0.00620784,-0.01971821,0.99292094,156.6000061,0.05963089,116.11000061,0.07258625,48.79790497,1.97572339,11,0,3055,45,53.46723557,53
11-mai-2016 20:23:49.774,-1.05006409,9.82670593,1.30874634,0.06341338,0.08488181,-0.06240393,0.9982872,156.6000061,0.31915784,116.11000061,0.07258625,48.79790497,1.97572339,11,0,3065,45,53.46723557,53
11-mai-2016 20:23:49.872,-1.07040405,8.86239624,1.96199036,0.05570831,-0.05825363,0.0222349,0.91011131,156.69999695,0.13975741,115.48000336,0.07258625,48.79790115,1.97574162,11,0,3065,45,54.18951797,53
11-mai-2016 20:23:49.973,-0.01875305,8.24264526,3.04592896,-0.01145923,-0.10392971,-0.00191163,0.84022886,156.69999695,0.21049224,116.04000092,0.07890221,48.79789352,1.97575998,11,0.75999999,3065,45,55.04143906,54
11-mai-2016 20:23:50.072,-0.53082275,7.95910645,2.28382874,0.03510116,-0.15391192,-0.05411037,0.81132579,156.69999695,0.1328062,117.30000305,0.07890221,48.79788208,1.97579837,11,0,2848,45,55.31923676,54
11-mai-2016 20:23:50.173,-0.50091553,9.18661499,2.62480164,0.02886682,-0.0244007,-0.05106172,0.93645406,156.69999695,0.16756387,115.51999664,0.08262222,48.79787445,1.97581661,11,0,2848,45,55.59703827,54
11-mai-2016 20:23:50.272,-0.24249268,7.55471802,2.83656311,-0.08425409,-0.0244007,-0.05106172,0.93645406,156.69999695,0.16756387,115.51999664,0.08262222,48.79787445,1.97581661,11,0.75999999,2848,45,55.59703827,54
11-mai-2016 20:23:50.372,-0.1348114,8.87675476,1.44752502,0.02895499,0.07280982,-0.00618129,0.9549917,156.69999695,0.38794217,116.34999847,0.08598222,48.79786301,1.97585499,11,0,2438,45,54.93031693,54
11-mai-2016 20:23:50.475,-1.31208801,9.84584045,1.6317749,0.02465064,-0.06176657,-0.03947531,0.85144973,156.69999695,0.29135138,116.20999908,0.08598222,48.79785919,1.97587335,11,0,2438,45,54.59695816,54
11-mai-2016 20:23:50.573,0.2444458,6.84165955,3.87625122,0.02180698,-0.10102915,0.06943293,0.81461865,156.80000305,0.27305794,116.63999939,0.08598222,48.79785156,1.97589171,11,0,2411,45,53.76355743,54
11-mai-2016 20:23:50.671,-1.18286133,8.7116394,1.02400208,-0.00497973,0.13119772,-0.08094157,1.12158787,156.80000305,0.01926276,116.47000122,0.08974722,48.79784393,1.97590995,10,0,2411,45,54.35620117,54
11-mai-2016 20:23:50.772,-1.22114563,8.53816223,3.31272888,0.01328303,-0.09444827,-0.03484168,0.90437955,156.8999939,-0.08135348,116.25,0.08974722,48.79784012,1.97592831,11,0,2494,45,54.24507904,54
11-mai-2016 20:23:50.874,-0.72584534,8.25222778,3.17155457,0.02689802,-0.02453397,-0.09594216,0.96889573,157,-0.15404037,115.19999695,0.09228222,48.79783249,1.97594666,11,0,2494,45,53.65243912,54
11-mai-2016 20:23:50.971,-0.53082275,9.76808167,1.77294922,0.02287642,-0.07707161,-0.11289481,0.91547751,157,-0.08074374,116.08000183,0.09228222,48.79782867,1.97596502,10,0,2502,45,55.05995941,54
11-mai-2016 20:23:51.073,-0.62174988,7.55711365,3.2457428,-0.06643713,0.00472305,-0.11350454,0.99694639,157,-0.14465022,116.36000061,0.09567333,48.79782104,1.97598338,10,0,2502,45,54.83771896,55
11-mai-2016 20:23:51.171,-0.47698975,8.41253662,2.11991882,0.01395637,-0.09827428,-0.16289729,0.86962181,157,0.07255808,116.91999817,0.09567333,48.79781342,1.97600162,11,0,2502,45,55.96743774,55
11-mai-2016 20:23:51.272,-0.63252258,9.44026184,0.71412659,0.00789707,-0.03245855,-0.06447732,0.96231002,157,-0.02720422,115.51999664,0.09567333,48.7978096,1.97601998,11,0,2554,45,56.35636139,55
11-mai-2016 20:23:51.375,-1.54896545,8.79420471,3.76138306,0.08048743,-0.01195169,-0.15789658,0.89645302,157,0.28342333,115.80999756,0.10043708,48.79780197,1.97604001,11,0,2554,45,56.70823669,56
11-mai-2016 20:23:51.472,-0.66601562,8.61354065,3.53167725,0.05762823,-0.01195169,-0.15789658,0.89645302,157.1000061,0.28342333,115.90000153,0.10043708,48.79779816,1.97605836,11,0,2600,45,56.26375961,56
11-mai-2016 20:23:51.580,-1.38505554,8.17803955,4.04135132,0.06465714,-0.06692625,-0.14753118,0.87010866,157.1000061,0.20195603,116.02999878,0.10345042,48.79779053,1.97607839,11,0,2600,45,56.93047714,57
11-mai-2016 20:23:51.672,-1.32284546,9.46418762,-0.40690613,0.06333839,-0.05914268,-0.14118813,0.83364314,157,0.3119624,116.58000183,0.10345042,48.7977829,1.9760983,11,0,2628,45,58.41207886,57
11-mai-2016 20:23:51.772,-0.34538269,8.67695618,1.22859192,-0.01320642,-0.04943291,-0.16777512,0.93523461,157.1000061,-0.08781786,116.01000214,0.10672792,48.79777527,1.97611666,11,0,2628,45,57.83795547,57
11-mai-2016 20:23:51.871,-3.21557617,10.21792603,-1.6212616,0.03868095,0.04393206,-0.19753365,0.95352805,157.1000061,0.27525267,115.37000275,0.10672792,48.79777145,1.97613668,11,0,2654,45,58.26391602,57
11-mai-2016 20:23:51.974,-0.71746826,8.56208801,0.8732605,0.05224807,0.03345206,-0.00069217,0.86096275,157.1000061,0.47099599,115.79000092,0.10981056,48.79776382,1.97615671,11,0,2654,45,58.04167557,58
11-mai-2016 20:23:52.071,-1.44728088,7.93278503,2.28981018,-0.05273449,-0.16038787,-0.08923513,0.78278673,157.1000061,0.18939437,114.43000031,0.10981056,48.7977562,1.97617662,11,0,2646,45,58.85655975,58
11-mai-2016 20:23:52.173,-1.5501709,9.67834473,1.89019775,0.11033976,-0.11780073,-0.22070491,0.83681464,157.1000061,0.06963076,115.04000092,0.11311334,48.79775238,1.97619665,11,0,2646,45,58.54171753,58
11-mai-2016 20:23:52.274,-1.70928955,8.92221069,1.68441772,0.02034177,-0.05785299,-0.1742395,0.90950155,157.1000061,0.07170415,115.29000092,0.11311334,48.79774475,1.97621667,11,0,2646,45,58.93063354,58
11-mai-2016 20:23:52.373,-1.49992371,8.66976929,1.86508179,0.02572303,-0.08286067,-0.15289742,0.8837685,157.1000061,0.09012046,114.70999908,0.11675445,48.79773712,1.9762367,11,0,2631,45,59.22695541,58
11-mai-2016 20:23:52.471,-0.07260132,8.20436096,4.33088684,0.03850275,-0.08286067,-0.15289742,0.8837685,157.1000061,0.09012046,114.83000183,0.11675445,48.79773331,1.97625828,11,0,2631,45,58.56023788,58
11-mai-2016 20:23:52.576,-0.61576843,8.27734375,2.67863464,0.00138799,-0.08354227,0.04467512,0.8401075,157.1000061,0.26269099,114.83000183,0.11675445,48.79773331,1.97625828,11,0.75999999,2631,46,58.56023788,58
11-mai-2016 20:23:52.672,0.38801575,8.08711243,2.47285461,0.01457061,0.03611112,0.03504077,0.89718407,157.1000061,0.41635835,114.73000336,0.12180167,48.79771805,1.97629666,11,0,2631,46,57.78239822,57
11-mai-2016 20:23:52.772,-0.39204407,8.51304626,3.8894043,0.02385183,-0.03577327,0.03918755,0.87071842,157.19999695,0.31159687,114.22000122,0.12180167,48.79771423,1.97631669,11,0,2631,46,58.1527977,57
11-mai-2016 20:23:52.873,-0.47219849,7.4135437,3.31512451,-0.07799631,-0.16289991,-0.08801568,0.81900805,157.19999695,0.04743474,114.94999695,0.12180167,48.7977066,1.97633672,11,0,2620,46,57.78239822,57
11-mai-2016 20:23:52.972,-0.23052979,8.82171631,3.11653137,0.00632446,-0.06563014,-0.08094157,0.85827965,157.30000305,0.25952101,115.06999969,0.12536417,48.79769897,1.97635663,11,0,2620,46,57.06011963,57
11-mai-2016 20:23:53.071,0.26119995,8.11224365,3.84034729,0.0188258,-0.10636014,-0.00313264,0.813155,157.30000305,0.2698864,114.19999695,0.12536417,48.79769516,1.97637665,11,0,2596,46,58.1527977,57
11-mai-2016 20:23:53.171,0.13796997,9.51922607,5.29040527,0.2030133,-0.17348734,-0.08277076,0.77839732,157.19999695,0.16439235,115.80000305,0.12900583,48.79768753,1.97639668,11,0,2596,46,57.76388168,57
11-mai-2016 20:23:53.270,-1.28456116,8.69250488,5.83955383,0.09351717,0.01290921,0.00759984,0.98353082,157.19999695,0.14061135,113.94000244,0.12900583,48.7976799,1.97641504,11,0,2623,46,57.17124176,57
11-mai-2016 20:23:53.372,-0.48416138,7.85980225,3.83317566,0.04478433,-0.16771322,0.00235648,0.80730033,157.30000305,0.10121847,115.11000061,0.13217612,48.79767609,1.97643495,11,0,2623,46,56.96751785,56
11-mai-2016 20:23:53.472,0.50286865,9.60775757,2.63557434,0.03389182,-0.03218458,-0.13265191,0.8590107,157.30000305,0.3248896,113.98000336,0.13217612,48.79766846,1.97645497,11,0,2574,46,56.24523926,56
11-mai-2016 20:23:53.575,-1.15893555,8.34434509,0.22241211,-0.04816359,-0.06971958,-0.06935516,0.92474633,157.30000305,-0.03025287,115.15000153,0.13520946,48.79766464,1.976475,11,0,2574,46,57.02307892,56
11-mai-2016 20:23:53.673,0.25042725,9.22012329,0.83258057,0.02797271,-0.06971958,-0.06935516,0.92474633,157.30000305,-0.03025287,114.72000122,0.13520946,48.79765701,1.97649336,11,0,2573,46,57.46755981,56
11-mai-2016 20:23:53.776,-0.04029846,6.67176819,5.21502686,0.04248244,-0.05563831,0.02552775,0.93986982,157.3999939,-0.0151294,113.98000336,0.13828945,48.7976532,1.97651339,11,0,2573,46,55.81927872,56
11-mai-2016 20:23:53.873,-0.40640259,9.87695312,2.67984009,0.13682485,-0.1364827,-0.0041079,0.68009865,157.3999939,0.43160313,114.69999695,0.13828945,48.79764557,1.97653329,11,0,2573,46,56.65267944,56
11-mai-2016 20:23:53.975,-1.69013977,8.75231934,1.7538147,0.01886284,-0.15430672,-0.05167145,0.69949025,157.5,0.3719663,114.16999817,0.14235945,48.79764175,1.97655332,11,0,2495,46,56.81935883,55
11-mai-2016 20:23:54.073,-0.2999115,8.06916809,1.81004333,0.02346958,-0.04531682,-0.03337802,0.88998866,157.5,0.24293388,114.94999695,0.14235945,48.79763412,1.97657168,11,0,2495,46,57.24531937,55
11-mai-2016 20:23:54.175,0.62490845,8.83966064,3.26010132,0.03543261,-0.02540727,-0.12972459,0.90779525,157.3999939,0.22903144,114.37999725,0.14541501,48.79763031,1.97659171,11,0,2528,46,55.18959808,55
