Device Time, Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Engine Coolant Temperature(°C),Engine Oil Temperature(°C),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Speed (GPS)(km/h),Speed (OBD)(km/h),Torque(Nm),Trip Distance(km),Trip Time(Since journey start)(s)
18-juil.-2018 19:46:49.334,-,-,-,-,73,60,2147.75,3,215,350.3999939,48.79936218,1.96585619,12,-,29,59.61599731,59,-,0.12278555,7
18-juil.-2018 19:46:49.434,-,-,-,-,73,60,2147.75,3,215,350.3999939,48.79936218,1.96585619,12,-,29,59.61599731,59,-,0.12278555,7
18-juil.-2018 19:46:49.534,-,-,-,-,73,60,2152,3,215,350.3999939,48.79936218,1.96585619,12,-,29,59.61599731,59,-,0.12607972,7
18-juil.-2018 19:46:49.634,-,-,-,-,73,60,2152,3,215,348.79998779,48.79949951,1.96580815,11,-,29,59.43600082,59,-,0.12607972,7
18-juil.-2018 19:46:49.734,-,-,-,-,73,60,2145,3,215,348.79998779,48.79949951,1.96580815,11,-,29,59.43600082,59,-,0.1293575,7
18-juil.-2018 19:46:49.834,-,-,-,-,73,60,2145,3,215,348.79998779,48.79949951,1.96580815,11,-,29,59.43600082,59,-,0.1293575,8
18-juil.-2018 19:46:49.934,-,-,-,-,73,60,2144.5,3,215,348.79998779,48.79949951,1.96580815,11,-,29,59.43600082,59,-,0.13261889,8
18-juil.-2018 19:46:50.035,-,-,-,-,73,60,2144.5,3,215,348.79998779,48.79949951,1.96580815,11,-,29,59.43600082,59,-,0.13261889,8
18-juil.-2018 19:46:50.133,-,-,-,-,73,60,2142.75,3,215,348.79998779,48.79949951,1.96580815,11,-,29,59.43600082,59,-,0.13261889,8
18-juil.-2018 19:46:50.234,-,-,-,-,73,60,2142.75,3,215,348.79998779,48.79949951,1.96580815,11,-,29,59.43600082,59,-,0.13710944,8
18-juil.-2018 19:46:50.335,-,-,-,-,73,60,2142.75,3,215,348.79998779,48.79949951,1.96580815,11,-,29,59.43600082,59,-,0.13710944,8
18-juil.-2018 19:46:50.434,-,-,-,-,73,60,2144,3,215,348.79998779,48.79949951,1.96580815,11,-,29,59.43600082,59,-,0.14122306,8
18-juil.-2018 19:46:50.534,-,-,-,-,73,60,2144,3,215,348.79998779,48.79949951,1.96580815,11,-,29,59.43600082,59,-,0.14122306,8
18-juil.-2018 19:46:50.635,-,-,-,-,73,60,2140.5,3,215,348.29998779,48.79964447,1.96576679,12,-,29,59.54400253,59,-,0.14122306,8
18-juil.-2018 19:46:50.734,-,-,-,-,73,60,2140.5,3,215,348.29998779,48.79964447,1.96576679,12,-,29,59.54400253,59,-,0.14532028,8
18-juil.-2018 19:46:50.834,-,-,-,-,73,60,2136.25,3,215,348.29998779,48.79964447,1.96576679,12,-,29,59.54400253,59,-,0.14532028,9
18-juil.-2018 19:46:50.937,-,-,-,-,73,60,2136.25,3,215,348.29998779,48.79964447,1.96576679,12,-,29,59.54400253,59,-,0.14858167,9
18-juil.-2018 19:46:51.033,-,-,-,-,73,60,2141.25,3,215,348.29998779,48.79964447,1.96576679,12,-,29,59.54400253,59,-,0.14858167,9
18-juil.-2018 19:46:51.134,-,-,-,-,73,60,2141.25,3,215,348.29998779,48.79964447,1.96576679,12,-,29,59.54400253,59,-,0.15185945,9
18-juil.-2018 19:46:51.235,-,-,-,-,73,60,2139,3,215,348.29998779,48.79964447,1.96576679,12,-,29,59.54400253,59,-,0.15185945,9
18-juil.-2018 19:46:51.334,-,-,-,-,73,60,2139,3,215,348.29998779,48.79964447,1.96576679,12,-,29,59.54400253,59,-,0.15512083,9
18-juil.-2018 19:46:51.434,-,-,-,-,73,60,2139,3,215,348.29998779,48.79964447,1.96576679,12,-,29,59.54400253,59,-,0.15512083,9
18-juil.-2018 19:46:51.534,-,-,-,-,73,60,2137.75,3,215,348.29998779,48.79964447,1.96576679,12,-,29,59.54400253,59,-,0.15512083,9
18-juil.-2018 19:46:51.634,-,-,-,-,73,60,2137.75,3,216,348.70001221,48.79978943,1.96572697,12,-,29,59.47200012,59,-,0.15964417,9
18-juil.-2018 19:46:51.734,-,-,-,-,73,60,2137.75,3,216,348.70001221,48.79978943,1.96572697,12,-,29,59.47200012,59,-,0.15964417,9
18-juil.-2018 19:46:51.833,-,-,-,-,73,60,2134.25,3,216,348.70001221,48.79978943,1.96572697,12,-,29,59.47200012,59,-,0.16374139,10
18-juil.-2018 19:46:51.934,-,-,-,-,73,60,2134.25,3,216,348.70001221,48.79978943,1.96572697,12,-,29,59.47200012,59,-,0.16374139,10
18-juil.-2018 19:46:52.035,-,-,-,-,73,60,2134.75,3,216,348.70001221,48.79978943,1.96572697,12,-,29,59.47200012,59,-,0.16374139,10
18-juil.-2018 19:46:52.133,-,-,-,-,73,60,2134.75,3,216,348.70001221,48.79978943,1.96572697,12,-,29,59.47200012,59,-,0.16780584,10
18-juil.-2018 19:46:52.234,-,-,-,-,73,60,2133.75,3,216,348.70001221,48.79978943,1.96572697,12,-,29,59.47200012,59,-,0.16780584,10
18-juil.-2018 19:46:52.334,-,-,-,-,73,60,2133.75,3,216,348.70001221,48.79978943,1.96572697,12,-,29,59.47200012,59,-,0.17105083,10
18-juil.-2018 19:46:52.434,-,-,-,-,73,60,2137,3,216,348.70001221,48.79978943,1.96572697,12,-,29,59.47200012,59,-,0.17105083,10
18-juil.-2018 19:46:52.534,-,-,-,-,73,60,2137,3,216,348.70001221,48.79978943,1.96572697,12,-,29,59.47200012,59,-,0.17472194,10
18-juil.-2018 19:46:52.634,-,-,-,-,73,60,2135.25,3,216,347.79998779,48.7999382,1.96568322,12,-,29,59.2559967,59,-,0.17472194,10
18-juil.-2018 19:46:52.735,-,-,-,-,73,60,2135.25,3,216,347.79998779,48.7999382,1.96568322,12,-,29,59.2559967,59,-,0.17799972,10
18-juil.-2018 19:46:52.839,-,-,-,-,73,60,2135.25,3,216,347.79998779,48.7999382,1.96568322,12,-,29,59.2559967,59,-,0.17799972,11
18-juil.-2018 19:46:52.935,-,-,-,-,73,60,2138.25,3,216,347.79998779,48.7999382,1.96568322,12,-,29,59.2559967,59,-,0.18209694,11
18-juil.-2018 19:46:53.034,-,-,-,-,74,60,2138.25,3,216,347.79998779,48.7999382,1.96568322,12,-,29,59.2559967,59,-,0.18209694,11
18-juil.-2018 19:46:53.134,-,-,-,-,74,60,2141,3,216,347.79998779,48.7999382,1.96568322,12,-,29,59.2559967,59,-,0.18209694,11
18-juil.-2018 19:46:53.234,-,-,-,-,74,60,2141,3,216,347.79998779,48.7999382,1.96568322,12,-,29,59.2559967,59,-,0.18619417,11
18-juil.-2018 19:46:53.334,-,-,-,-,74,60,2141,3,216,347.79998779,48.7999382,1.96568322,12,-,29,59.2559967,59,-,0.18619417,11
18-juil.-2018 19:46:53.434,-,-,-,-,74,60,2146,3,216,347.79998779,48.7999382,1.96568322,12,-,29,59.2559967,59,-,0.18619417,11
18-juil.-2018 19:46:53.534,-,-,-,-,74,60,2146,3,216,347.79998779,48.7999382,1.96568322,12,-,29,59.2559967,59,-,0.19079944,11
18-juil.-2018 19:46:53.634,-,-,-,-,74,60,2151.25,3,217,348.29998779,48.80007935,1.96564066,12,-,29,59.291996,59,-,0.19079944,11
18-juil.-2018 19:46:53.734,-,-,-,-,74,60,2151.25,3,217,348.29998779,48.80007935,1.96564066,12,-,29,59.291996,59,-,0.19397889,11
18-juil.-2018 19:46:53.833,-,-,-,-,74,60,2163.25,3,217,348.29998779,48.80007935,1.96564066,12,-,29,59.291996,59,-,0.19397889,12
18-juil.-2018 19:46:53.934,-,-,-,-,74,60,2163.25,3,217,348.29998779,48.80007935,1.96564066,12,-,29,59.291996,59,-,0.19766639,12
18-juil.-2018 19:46:54.034,-,-,-,-,74,60,2165,3,217,348.29998779,48.80007935,1.96564066,12,-,29,59.291996,59,-,0.19766639,12
18-juil.-2018 19:46:54.134,-,-,-,-,74,60,2165,3,217,348.29998779,48.80007935,1.96564066,12,-,29,59.291996,59,-,0.20082945,12
18-juil.-2018 19:46:54.234,-,-,-,-,74,60,2165,3,217,348.29998779,48.80007935,1.96564066,12,-,29,59.291996,59,-,0.20082945,12
18-juil.-2018 19:46:54.334,-,-,-,-,74,60,2164.5,3,217,348.29998779,48.80007935,1.96564066,12,-,29,59.291996,59,-,0.205025,12
18-juil.-2018 19:46:54.434,-,-,-,-,74,60,2164.5,3,217,348.29998779,48.80007935,1.96564066,12,-,29,59.291996,59,-,0.205025,12
18-juil.-2018 19:46:54.534,-,-,-,-,74,60,2172.25,3,217,348.29998779,48.80007935,1.96564066,12,-,29,59.291996,59,-,0.205025,12
18-juil.-2018 19:46:54.634,-,-,-,-,74,60,2172.25,3,216,348.29998779,48.80022812,1.9655906,12,8.59205627,29,59.90399551,60,28.16523743,0.20915695,12
18-juil.-2018 19:46:54.734,-,-,-,-,74,61,2172.25,3,216,348.29998779,48.80022812,1.9655906,12,8.59205627,29,59.90399551,60,28.16523743,0.20915695,12
18-juil.-2018 19:46:54.834,-,-,-,-,74,61,2173.75,3,216,348.29998779,48.80022812,1.9655906,12,8.59205627,29,59.90399551,60,28.16523743,0.21332361,13
18-juil.-2018 19:46:54.933,-,-,-,-,74,61,2173.75,3,216,348.29998779,48.80022812,1.9655906,12,8.59205627,29,59.90399551,60,28.16523743,0.21332361,13
18-juil.-2018 19:46:55.035,-,-,-,-,74,61,2180.75,3,216,348.29998779,48.80022812,1.9655906,12,8.59205627,29,59.90399551,60,28.16523743,0.21664028,13
18-juil.-2018 19:46:55.134,-,-,-,-,74,61,2180.75,3,216,348.29998779,48.80022812,1.9655906,12,8.59205627,29,59.90399551,60,28.16523743,0.21664028,13
18-juil.-2018 19:46:55.235,-,-,-,-,74,61,2180.75,3,216,348.29998779,48.80022812,1.9655906,12,8.59205627,29,59.90399551,60,28.16523743,0.21664028,13
18-juil.-2018 19:46:55.334,-,-,-,-,74,61,2179,3,216,348.29998779,48.80022812,1.9655906,12,8.59205627,29,59.90399551,60,28.16523743,0.21664028,13
18-juil.-2018 19:46:55.434,-,-,-,-,74,61,2179,3,216,348.29998779,48.80022812,1.9655906,12,8.59205627,29,59.90399551,60,28.16523743,0.22255695,13
18-juil.-2018 19:46:55.534,-,-,-,-,74,61,2179,3,216,348.29998779,48.80022812,1.9655906,12,8.59205627,29,59.90399551,60,28.16523743,0.22255695,13
18-juil.-2018 19:46:55.634,-,-,-,-,74,61,2179,3,216,347,48.80037689,1.96554589,11,8.59205627,29,60.33599854,60,28.16523743,0.22255695,13
18-juil.-2018 19:46:55.734,-,-,-,-,74,61,2168.75,3,216,347,48.80037689,1.96554589,11,8.59205627,29,60.33599854,60,28.16523743,0.22857362,13
18-juil.-2018 19:46:55.834,-,-,-,-,74,61,2168.75,3,216,347,48.80037689,1.96554589,11,8.59205627,29,60.33599854,60,28.16523743,0.22857362,14
18-juil.-2018 19:46:55.934,-,-,-,-,74,61,2168.75,3,216,347,48.80037689,1.96554589,11,8.59205627,29,60.33599854,60,28.16523743,0.22857362,14
18-juil.-2018 19:46:56.034,-,-,-,-,74,61,2168.75,3,216,347,48.80037689,1.96554589,11,8.59205627,29,60.33599854,60,28.16523743,0.22857362,14
18-juil.-2018 19:46:56.134,-,-,-,-,74,61,2168.75,3,216,347,48.80037689,1.96554589,11,8.59205627,29,60.33599854,60,28.16523743,0.22857362,14
18-juil.-2018 19:46:56.234,-,-,-,-,74,61,2168.75,3,216,347,48.80037689,1.96554589,11,8.59205627,29,60.33599854,60,28.16523743,0.22857362,14
18-juil.-2018 19:46:56.334,-,-,-,-,74,61,2168.75,3,216,347,48.80037689,1.96554589,11,8.59205627,29,60.33599854,60,28.16523743,0.22857362,14
18-juil.-2018 19:46:56.435,-,-,-,-,74,61,2166.25,3,216,347,48.80037689,1.96554589,11,8.59205627,29,60.33599854,60,28.16523743,0.22857362,14
18-juil.-2018 19:46:56.534,-,-,-,-,74,61,2166.25,3,216,347,48.80037689,1.96554589,11,8.59205627,29,60.33599854,59,28.16523743,0.24075459,14
18-juil.-2018 19:46:56.634,-,-,-,-,74,61,2166.25,3,216,345,48.80052567,1.96548176,13,8.59205627,29,63.0359993,59,28.16523743,0.24075459,14
18-juil.-2018 19:46:56.734,-,-,-,-,74,61,2166.25,3,216,345,48.80052567,1.96548176,13,8.59205627,29,63.0359993,59,28.16523743,0.24075459,14
18-juil.-2018 19:46:56.834,-,-,-,-,74,61,2166.25,3,216,345,48.80052567,1.96548176,13,8.59205627,29,63.0359993,59,28.16523743,0.24075459,14
18-juil.-2018 19:46:56.934,-,-,-,-,74,61,2166.25,3,216,345,48.80052567,1.96548176,13,8.59205627,29,63.0359993,59,28.16523743,0.24075459,15
18-juil.-2018 19:46:57.034,-,-,-,-,74,61,2156.5,3,216,345,48.80052567,1.96548176,13,8.59205627,29,63.0359993,59,28.16523743,0.24075459,15
18-juil.-2018 19:46:57.134,-,-,-,-,74,61,2156.5,3,216,345,48.80052567,1.96548176,13,8.59205627,29,63.0359993,59,28.16523743,0.24075459,15
18-juil.-2018 19:46:57.234,-,-,-,-,74,61,2156.5,3,216,345,48.80052567,1.96548176,13,8.59205627,29,63.0359993,59,28.16523743,0.25175154,15
18-juil.-2018 19:46:57.334,-,-,-,-,74,61,2156.5,3,216,345,48.80052567,1.96548176,13,8.59205627,29,63.0359993,59,28.16523743,0.25175154,15
18-juil.-2018 19:46:57.434,-,-,-,-,74,61,2160.75,3,216,345,48.80052567,1.96548176,13,8.59205627,29,63.0359993,59,28.16523743,0.25175154,15
18-juil.-2018 19:46:57.534,-,-,-,-,74,61,2160.75,3,216,345,48.80052567,1.96548176,13,8.59205627,29,63.0359993,59,28.16523743,0.25694683,15
18-juil.-2018 19:46:57.635,-,-,-,-,74,61,2160.75,3,215,342.29998779,48.80067062,1.96541464,13,8.59205627,29,59.90399551,59,28.16523743,0.25694683,15
18-juil.-2018 19:46:57.734,-,-,-,-,74,61,2160.75,3,215,342.29998779,48.80067062,1.96541464,13,8.59205627,29,59.90399551,59,28.16523743,0.25694683,15
18-juil.-2018 19:46:57.833,-,-,-,-,74,61,2160.75,3,215,342.29998779,48.80067062,1.96541464,13,8.59205627,29,59.90399551,59,28.16523743,0.25694683,15
18-juil.-2018 19:46:57.934,-,-,-,-,74,61,2160.75,3,215,342.29998779,48.80067062,1.96541464,13,8.59205627,29,59.90399551,59,28.16523743,0.25694683,15
18-juil.-2018 19:46:58.034,-,-,-,-,74,61,2148.75,3,215,342.29998779,48.80067062,1.96541464,13,8.59205627,29,59.90399551,59,28.16523743,0.25694683,16
18-juil.-2018 19:46:58.138,-,-,-,-,74,61,2148.75,3,215,342.29998779,48.80067062,1.96541464,13,8.59205627,29,59.90399551,59,28.16523743,0.25694683,16
18-juil.-2018 19:46:58.234,-,-,-,-,74,61,2148.75,3,215,342.29998779,48.80067062,1.96541464,13,-,29,59.90399551,59,-,0.26830432,16
18-juil.-2018 19:46:58.334,-,-,-,-,74,61,2148.75,3,215,342.29998779,48.80067062,1.96541464,13,-,29,59.90399551,59,-,0.26830432,16
18-juil.-2018 19:46:58.434,-,-,-,-,74,61,2148.75,3,215,342.29998779,48.80067062,1.96541464,13,-,29,59.90399551,59,-,0.26830432,16
18-juil.-2018 19:46:58.534,-,-,-,-,74,61,2148.75,3,215,342.29998779,48.80067062,1.96541464,13,-,29,59.90399551,59,-,0.26830432,16
18-juil.-2018 19:46:58.635,-,-,-,-,74,61,2148.75,3,215,339.20001221,48.80080795,1.9653306,13,-,29,59.75999832,59,-,0.26830432,16
18-juil.-2018 19:46:58.734,-,-,-,-,74,61,2148.75,3,215,339.20001221,48.80080795,1.9653306,13,-,29,59.75999832,59,-,0.26830432,16
18-juil.-2018 19:46:58.835,-,-,-,-,74,61,2148.75,3,215,339.20001221,48.80080795,1.9653306,13,-,29,59.75999832,59,-,0.26830432,16
18-juil.-2018 19:46:58.935,-,-,-,-,74,61,2148.75,3,215,339.20001221,48.80080795,1.9653306,13,-,29,59.75999832,59,-,0.26830432,17
18-juil.-2018 19:46:59.033,-,-,-,-,74,61,2148.75,3,215,339.20001221,48.80080795,1.9653306,13,-,29,59.75999832,59,-,0.26830432,17
18-juil.-2018 19:46:59.135,-,-,-,-,74,61,2148.75,3,215,339.20001221,48.80080795,1.9653306,13,-,29,59.75999832,59,-,0.26830432,17
18-juil.-2018 19:46:59.236,-,-,-,-,74,61,2143,3,215,339.20001221,48.80080795,1.9653306,13,-,29,59.75999832,59,-,0.26830432,17
18-juil.-2018 19:46:59.338,-,-,-,-,74,61,2143,3,215,339.20001221,48.80080795,1.9653306,13,-,29,59.75999832,59,-,0.26830432,17
18-juil.-2018 19:46:59.434,-,-,-,-,74,61,2143,3,215,339.20001221,48.80080795,1.9653306,13,-,29,59.75999832,59,-,0.26830432,17
18-juil.-2018 19:46:59.534,-,-,-,-,74,61,2143,3,215,339.20001221,48.80080795,1.9653306,13,-,29,59.75999832,59,-,0.26830432,17
