Device Time, Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Engine Coolant Temperature(°C),Engine Oil Temperature(°C),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Speed (GPS)(km/h),Speed (OBD)(km/h),Torque(Nm),Trip Distance(km),Trip Time(Since journey start)(s)
13-juil.-2017 18:40:05.743,0.07818151,-0.08411154,1.04804695,0.13707429,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13-juil.-2017 18:40:05.841,0.07818151,-0.08411154,1.04804695,0.13707429,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13-juil.-2017 18:40:05.942,-0.09764956,-0.02228001,0.83132708,0.24939826,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13-juil.-2017 18:40:06.041,-0.22998846,-0.01325384,0.76656669,-0.031351,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13-juil.-2017 18:40:06.141,-0.22998846,-0.01325384,0.76656669,-0.031351,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
13-juil.-2017 18:40:06.242,-0.22998846,-0.01325384,0.76656669,-0.031351,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
13-juil.-2017 18:40:06.341,-0.15452799,-0.0506962,0.77339661,0.23707925,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
13-juil.-2017 18:40:06.441,-0.18788119,-0.00910861,0.79815441,0.04816579,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
13-juil.-2017 18:40:06.541,-0.06851606,0.01089269,0.84486401,0.29135138,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
13-juil.-2017 18:40:06.641,0.04561901,-0.00508315,0.92584449,0.38513771,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
13-juil.-2017 18:40:06.741,0.01194374,0.03601603,0.818277,0.49368042,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
13-juil.-2017 18:40:06.841,0.02885176,0.0513837,0.87169522,0.44343376,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
13-juil.-2017 18:40:06.941,-0.07127367,-0.01081492,0.86706007,0.231713,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
13-juil.-2017 18:40:07.041,-0.10302253,-0.01764482,0.72729671,0.42416349,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
13-juil.-2017 18:40:07.141,0.0258384,0.00674746,0.96865153,0.2365924,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
13-juil.-2017 18:40:07.241,0.07398991,0.08943423,0.85852385,0.53843951,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
13-juil.-2017 18:40:07.341,0.07398991,0.08943423,0.85852385,0.53843951,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
13-juil.-2017 18:40:07.442,-0.16952866,0.06638429,0.7686401,0.20658967,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
13-juil.-2017 18:40:07.541,-0.16952866,0.06638429,0.7686401,0.20658967,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
13-juil.-2017 18:40:07.641,-0.08943719,0.12248561,0.85498679,0.18732098,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
13-juil.-2017 18:40:07.741,-0.04437471,0.07199473,0.71253878,0.53221935,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
13-juil.-2017 18:40:07.841,-0.04838836,0.04467512,0.86706007,0.28878957,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
13-juil.-2017 18:40:07.941,-0.24010773,0.10602136,0.66509807,0.25134876,86,-,2377.75,-,-,-,-,-,-,-,-,-,-,-,-,0
13-juil.-2017 18:40:08.042,-0.01103168,-0.03959819,0.87108552,0.36586747,86,-,2377.75,-,-,-,-,-,-,-,-,-,-,-,-,0
13-juil.-2017 18:40:08.141,-0.10424574,-0.04008504,0.8648653,0.12853654,86,-,2377.75,-,-,-,-,-,-,-,-,-,-,-,-,0
13-juil.-2017 18:40:08.241,-0.09593838,-0.01374224,0.86047435,0.17597876,86,-,2377.75,-,-,-,-,-,-,-,-,-,-,-,-,0
13-juil.-2017 18:40:08.342,-0.05827047,0.03333291,0.89730543,0.18280867,86,-,2377.75,-,-,-,-,-,-,-,-,-,-,-,-,0
13-juil.-2017 18:40:08.441,-0.018152,-0.04142738,0.89974588,0.2900106,86,-,2377.75,-,-,-,-,-,-,-,-,-,-,-,-,0
13-juil.-2017 18:40:08.541,-0.09255544,-0.01996242,0.8615725,0.18317419,86,-,2377.75,-,-,-,-,-,-,-,-,-,50,-,-,0
13-juil.-2017 18:40:08.641,-0.09329868,-0.08045316,0.836936,0.2385429,86,-,2377.75,-,-,-,-,-,-,-,-,-,50,-,-,0
13-juil.-2017 18:40:08.742,-0.03951927,0.02796822,0.71583158,0.53929347,86,-,2377.75,-,-,-,-,-,-,-,-,-,50,-,-,0
13-juil.-2017 18:40:08.841,-0.03951927,0.02796822,0.71583158,0.53929347,86,-,2377.75,-,-,-,-,-,-,-,-,-,50,-,-,0
13-juil.-2017 18:40:08.946,-0.14799404,0.0252851,0.78900689,0.21976106,86,-,2377.75,-,-,-,-,-,-,-,-,-,50,-,-,0
13-juil.-2017 18:40:09.041,-0.19144966,-0.02447472,0.7474193,0.20671254,86,-,2377.75,-,-,-,-,-,-,-,-,-,50,-,-,0
13-juil.-2017 18:40:09.141,-0.16425723,0.00211228,0.69924605,0.35720837,86,-,2377.75,-,-,-,-,-,-,-,-,-,50,-,-,0
13-juil.-2017 18:40:09.241,-0.12091865,0.0554076,0.79730046,0.26537409,86,-,2377.75,-,-,-,-,-,-,-,-,-,50,-,-,0
13-juil.-2017 18:40:09.341,-0.13175385,-0.08679467,0.84827822,0.06194848,86,-,2377.75,-,-,-,-,-,-,-,-,-,50,-,-,0
13-juil.-2017 18:40:09.441,-0.06646221,0.09297129,0.8599875,0.25025064,86,-,2377.75,-,-,-,-,-,-,-,-,-,50,-,-,0
13-juil.-2017 18:40:09.542,-0.07270705,-0.09582084,0.82888818,0.30379173,86,-,2377.75,-,-,-,-,-,-,-,-,-,50,-,-,1
13-juil.-2017 18:40:09.642,-0.05635756,-0.17594737,0.8864516,0.17036831,86,-,2377.75,-,-,-,-,-,-,-,43,-,50,-,-,1
13-juil.-2017 18:40:09.741,-0.05635756,-0.17594737,0.8864516,0.17036831,86,-,2377.75,-,-,-,-,-,-,-,43,-,50,-,-,1
13-juil.-2017 18:40:09.842,-0.0719788,-0.20924139,0.87998724,0.10609631,86,-,2377.75,-,-,-,-,-,-,-,43,-,50,-,-,1
13-juil.-2017 18:40:09.941,-0.04705018,-0.03984084,0.84681451,0.33452395,86,-,2377.75,-,-,-,-,-,-,-,43,-,50,-,-,1
13-juil.-2017 18:40:10.042,-0.10799734,0.03004006,0.82803422,0.22951829,86,86,2377.75,-,-,-,-,-,-,-,43,-,50,-,-,1
13-juil.-2017 18:40:10.142,0.00335169,-0.03459748,0.88206065,0.37623441,86,86,2377.75,-,-,-,-,-,-,-,43,-,50,-,-,1
13-juil.-2017 18:40:10.241,-0.11534399,-0.05081752,0.82974058,0.20171183,86,86,2377.75,-,-,-,-,-,-,-,43,-,50,-,-,1
13-juil.-2017 18:40:10.341,-0.07781719,0.02284463,0.84705871,0.26305652,86,86,2377.75,-,-,-,-,-,-,-,43,-,50,-,-,1
13-juil.-2017 18:40:10.442,-0.16699544,0.01601628,0.7715674,0.21280985,86,86,2377.75,-,-,-,-,-,-,-,43,-,50,-,-,1
13-juil.-2017 18:40:10.541,-0.08562373,-0.25326788,0.86108404,0.07292361,86,86,2377.75,-,-,-,-,-,-,-,43,-,50,-,-,1
13-juil.-2017 18:40:10.641,-0.11033363,0.06150645,0.70619726,0.43709224,86,86,2377.75,-,-,-,-,-,-,-,43,-,50,-,-,1
13-juil.-2017 18:40:10.742,0.00534352,-0.07862398,0.88340294,0.37269735,86,86,2377.75,-,-,-,-,-,-,-,43,-,50,-,-,1
13-juil.-2017 18:40:10.842,-0.18892068,0.00345461,0.80925238,-0.05000997,86,86,2496.75,-,-,-,-,-,-,-,43,-,50,-,-,2
13-juil.-2017 18:40:10.941,-0.10898952,0.08309273,0.82254511,0.23147036,86,86,2496.75,-,-,-,-,-,-,-,43,-,50,-,-,2
13-juil.-2017 18:40:11.041,-0.10898952,0.08309273,0.82254511,0.23147036,86,86,2496.75,-,-,-,-,-,-,-,43,-,50,-,-,2
13-juil.-2017 18:40:11.142,0.04576105,-0.08020896,1.01780164,0.12475683,86,86,2496.75,-,-,-,-,-,-,-,43,-,50,-,-,2
13-juil.-2017 18:40:11.242,0.09810203,-0.06008634,1.04402149,0.23378639,86,86,2496.75,-,-,-,-,-,-,-,43,-,50,-,-,2
13-juil.-2017 18:40:11.341,-0.00484943,-0.02459605,0.92828339,0.2568379,86,86,2496.75,-,-,-,-,-,-,-,43,-,50,-,-,2
13-juil.-2017 18:40:11.442,-0.08941193,0.0693116,0.73924863,0.42660397,86,86,2496.75,-,-,-,-,-,-,-,43,-,51,-,0.04066653,2
13-juil.-2017 18:40:11.541,-0.12199754,-0.00691234,0.75912708,0.34049991,86,86,2496.75,-,-,-,-,-,-,-,43,-,51,-,0.04066653,2
13-juil.-2017 18:40:11.642,-0.18864104,0.05882333,0.73424792,0.23951972,86,86,2496.75,-,-,-,-,-,-,-,43,-,51,-,0.04066653,2
13-juil.-2017 18:40:11.742,-0.07380277,-0.03801165,0.8832801,0.17500351,86,86,2496.75,-,-,-,-,-,-,-,43,-,51,-,0.04066653,2
13-juil.-2017 18:40:11.841,-0.03802879,-0.25765887,0.90425819,0.10170688,86,86,2496.75,-,-,-,-,-,-,-,43,-,51,-,0.04066653,2
13-juil.-2017 18:40:11.941,-0.03802879,-0.25765887,0.90425819,0.10170688,86,86,2496.75,-,-,-,-,-,-,-,43,-,51,-,0.04066653,3
13-juil.-2017 18:40:12.042,-0.04407606,0.03394419,0.7937634,0.43099341,86,86,2496.75,-,-,-,-,-,-,-,43,-,51,-,0.04066653,3
13-juil.-2017 18:40:12.142,-0.13396007,-0.02118187,0.70522201,0.4017233,86,86,2496.75,-,-,-,-,-,-,-,43,-,51,-,0.04066653,3
13-juil.-2017 18:40:12.242,0.01775655,0.00711299,0.84327906,0.46916682,86,86,2496.75,-,-,-,-,-,-,-,43,-,51,-,0.04066653,3
13-juil.-2017 18:40:12.342,-0.06879811,-0.05191566,0.90474504,0.11280489,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,3
13-juil.-2017 18:40:12.442,-0.06955288,-0.09972341,0.87632889,0.19537033,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,3
13-juil.-2017 18:40:12.541,-0.03286726,0.05614021,0.79303235,0.45014077,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,3
13-juil.-2017 18:40:12.643,-0.18246366,-0.0878928,0.78254253,0.11865798,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,3
13-juil.-2017 18:40:12.741,-0.05326122,-0.08825833,0.82669193,0.35220921,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,4
13-juil.-2017 18:40:12.842,-0.01239674,-0.05593956,0.91389257,0.26927668,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,4
13-juil.-2017 18:40:12.942,-0.11449184,-0.0655739,0.87218207,0.03633673,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,4
13-juil.-2017 18:40:13.042,-0.05598759,-0.16570173,0.76266408,0.43050656,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,4
13-juil.-2017 18:40:13.142,-0.0760497,-0.04008504,0.86608481,0.21842028,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,4
13-juil.-2017 18:40:13.241,-0.0760497,-0.04008504,0.86608481,0.21842028,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,4
13-juil.-2017 18:40:13.342,0.03582575,0.07455497,0.92828339,0.35269606,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,4
13-juil.-2017 18:40:13.441,0.026236,0.05223763,0.9753601,0.21366377,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,4
13-juil.-2017 18:40:13.541,-0.12758361,-0.10996749,0.8392536,0.11012177,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,4
13-juil.-2017 18:40:13.642,-0.05787557,0.00564933,0.89828223,0.18292999,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,4
13-juil.-2017 18:40:13.741,-0.20039117,-0.01337672,0.7226615,0.24134891,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,4
13-juil.-2017 18:40:13.841,-0.0070696,0.08272721,0.81998491,0.45318943,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,4
13-juil.-2017 18:40:13.942,-0.14786503,-0.01983954,0.80656928,0.17329565,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,5
13-juil.-2017 18:40:14.042,-0.00170315,0.03199213,0.87693858,0.37525916,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,5
13-juil.-2017 18:40:14.142,0.01982902,-0.01959689,0.93547881,0.30476698,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,5
13-juil.-2017 18:40:14.241,-0.07157151,0.0179668,0.82644773,0.3219623,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,5
13-juil.-2017 18:40:14.342,-0.14800811,0.132851,0.78120172,0.21220011,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,5
13-juil.-2017 18:40:14.441,-0.14800811,0.132851,0.78120172,0.21220011,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,5
13-juil.-2017 18:40:14.542,-0.15700577,-0.0372806,0.74241859,0.29696181,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,5
13-juil.-2017 18:40:14.642,-0.04389203,0.12370507,0.76681089,0.45697066,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,5
13-juil.-2017 18:40:14.741,0.06244306,0.25712693,0.80315357,0.54563498,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,5
13-juil.-2017 18:40:14.841,-0.10511277,-0.02484025,0.76022518,0.37086818,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,5
13-juil.-2017 18:40:14.941,-0.04910446,0.11980249,0.78937244,0.4158715,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,5
13-juil.-2017 18:40:15.042,-0.11030174,0.11541151,0.7247349,0.4024559,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,5
13-juil.-2017 18:40:15.141,-0.03559586,0.14468162,0.82803422,0.37208763,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,5
13-juil.-2017 18:40:15.241,0.08140631,0.09345969,0.77229846,0.65064061,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,5
13-juil.-2017 18:40:15.342,0.00967927,0.10821608,0.89498937,0.35391551,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,5
13-juil.-2017 18:40:15.441,-0.03066604,0.06016411,0.90401399,0.24366495,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,5
13-juil.-2017 18:40:15.541,-0.03066604,0.06016411,0.90401399,0.24366495,86,86,2496.75,-,-,-,-,-,-,-,42,-,51,-,0.04066653,5
13-juil.-2017 18:40:15.642,-0.21597737,0.02674721,0.63680321,0.35611179,86,86,2137,-,-,-,-,-,-,-,42,-,51,-,0.04066653,7
13-juil.-2017 18:40:15.742,-0.13423987,0.00552645,0.75924993,0.31537658,86,86,2137,-,-,-,-,-,-,-,42,-,51,-,0.04066653,7
13-juil.-2017 18:40:15.842,-0.15879981,0.03016294,0.81766731,0.09402304,86,86,2137,-,-,-,-,-,-,-,42,-,42,-,0.09735778,7
13-juil.-2017 18:40:15.941,-0.20757315,-0.0552085,0.77766472,0.04036064,86,86,2137,-,-,-,-,-,-,-,42,-,42,-,0.09735778,7
13-juil.-2017 18:40:16.041,-0.0108154,0.04565193,0.8840127,0.34074414,86,86,2137,-,-,-,-,-,-,-,44,-,42,-,0.09735778,7
13-juil.-2017 18:40:16.141,-0.12636073,0.03223633,0.82669193,0.17976002,86,86,2137,-,-,-,-,-,-,-,44,-,42,-,0.09735778,7
13-juil.-2017 18:40:16.241,-0.12576929,0.10760634,0.7935192,0.25000799,86,86,2137,-,-,-,-,-,-,-,44,-,42,-,0.09735778,7
13-juil.-2017 18:40:16.341,-0.00856152,0.05296868,0.8813296,0.35025716,86,86,2137,-,-,-,-,-,-,-,44,-,42,-,0.09735778,7
13-juil.-2017 18:40:16.442,-0.10773685,-0.12228496,0.838157,0.17951581,86,86,2137,-,-,-,-,-,-,-,44,-,42,-,0.09735778,7
13-juil.-2017 18:40:16.542,-0.10533191,0.00894218,0.82437432,0.24671514,86,86,2137,-,-,-,-,-,-,-,44,-,42,-,0.09735778,7
13-juil.-2017 18:40:16.642,-0.09559555,-0.01532723,0.83852255,0.23768897,86,86,2137,-,-,-,-,-,-,-,44,-,42,-,0.09735778,8
13-juil.-2017 18:40:16.742,-0.04686806,-0.18850903,0.87998724,0.21293272,86,86,2137,-,-,-,-,-,-,-,44,-,42,-,0.09735778,8
13-juil.-2017 18:40:16.841,-0.0373662,0.01955178,0.87059712,0.30952349,86,86,1954,-,-,-,-,-,-,-,44,-,39,-,0.10941778,8
13-juil.-2017 18:40:16.941,-0.04896039,-0.02935256,0.87852514,0.26220259,86,86,1954,-,-,-,-,-,-,-,44,-,39,-,0.10941778,8
13-juil.-2017 18:40:17.042,-0.12010653,-0.11118695,0.83120424,0.16536917,86,86,1954,-,-,-,-,-,-,-,44,-,39,-,0.10941778,8
13-juil.-2017 18:40:17.141,0.00032035,0.00625906,0.88071984,0.37355131,86,86,1954,-,-,-,-,-,-,-,44,-,39,-,0.10941778,8
13-juil.-2017 18:40:17.242,0.00032035,0.00625906,0.88071984,0.37355131,86,86,1954,-,-,-,-,-,-,-,44,-,39,-,0.10941778,8
13-juil.-2017 18:40:17.342,0.0143473,-0.12618753,0.93633276,0.26817855,86,86,1954,-,-,-,-,-,-,-,44,-,39,-,0.10941778,8
13-juil.-2017 18:40:17.441,-0.03687238,-0.10630912,0.82596087,0.38318565,86,86,1954,-,-,-,-,-,-,-,44,-,39,-,0.10941778,8
13-juil.-2017 18:40:17.541,-0.07163503,-0.19045955,0.86425561,0.17939293,86,86,2010.75,-,-,-,-,-,-,-,44,-,39,-,0.10941778,9
13-juil.-2017 18:40:17.641,-0.06223306,-0.16411674,0.91035551,0.05206838,86,86,2010.75,-,-,-,-,-,-,-,44,-,40,-,0.11764695,9
13-juil.-2017 18:40:17.742,-0.07511591,-0.10362599,0.81717891,0.31988889,86,86,2010.75,-,-,-,-,-,-,-,44,-,40,-,0.11764695,9
13-juil.-2017 18:40:17.842,-0.02769575,-0.13545635,0.91413677,0.20122342,86,86,2031,-,-,-,-,-,-,-,44,-,40,-,0.11764695,9
13-juil.-2017 18:40:17.942,-0.07423224,-0.20972979,0.86328036,0.15927032,86,86,2031,-,-,-,-,-,-,12.51334858,44,-,41,43.87223053,0.1210107,9
13-juil.-2017 18:40:18.042,-0.02156805,-0.13557923,0.93645406,0.1476839,86,86,2031,-,-,-,-,-,-,12.51334858,44,-,41,43.87223053,0.1210107,9
13-juil.-2017 18:40:18.142,-0.06384266,-0.18058099,0.89974588,0.08341189,86,86,2031,-,-,-,-,-,-,12.51334858,44,-,41,43.87223053,0.1210107,9
13-juil.-2017 18:40:18.242,-0.06384266,-0.18058099,0.89974588,0.08341189,86,86,2031,-,-,-,-,-,-,12.51334858,44,-,41,43.87223053,0.1210107,9
13-juil.-2017 18:40:18.342,-0.07455141,-0.16948299,0.85523099,0.20939566,86,86,2086.25,-,-,-,-,-,-,12.51334858,44,-,41,43.87223053,0.1210107,9
13-juil.-2017 18:40:18.441,-0.067485,-0.08728307,0.90950155,0.08487555,86,86,2086.25,-,-,-,-,-,-,12.51334858,44,-,42,43.87223053,0.12647487,9
13-juil.-2017 18:40:18.541,-0.08598491,0.00199095,0.89730543,0.07231387,85,86,2086.25,-,-,-,-,-,-,12.51334858,44,-,42,43.87223053,0.12647487,10
13-juil.-2017 18:40:18.642,-0.0455224,-0.09569795,0.90998995,0.1704912,85,86,2086.25,-,-,-,-,-,-,12.51334858,44,-,42,43.87223053,0.12647487,10
13-juil.-2017 18:40:18.742,-0.08318919,-0.04215843,0.81425315,0.31854811,85,86,2131.25,-,-,-,-,-,-,12.51334858,44,-,43,43.87223053,0.13111445,10
13-juil.-2017 18:40:18.842,-0.10920757,-0.01276699,0.86474246,0.11219516,85,86,2131.25,-,-,-,-,-,-,12.51334858,44,-,43,43.87223053,0.13111445,10
13-juil.-2017 18:40:18.941,-0.11312304,-0.03801165,0.8845011,-0.05281441,85,86,2131.25,-,-,-,-,-,-,12.51334858,44,-,43,43.87223053,0.13111445,10
13-juil.-2017 18:40:19.042,-0.02872447,-0.07252669,0.88791525,0.28610647,85,86,2159,-,-,-,-,-,-,12.51334858,44,-,43,43.87223053,0.13111445,10
13-juil.-2017 18:40:19.142,-0.03993298,-0.14826223,0.87376863,0.26830143,85,86,2159,-,-,-,-,-,-,18.03303146,44,-,44,59.47606659,0.13478778,10
13-juil.-2017 18:40:19.241,-0.06469709,0.05370129,0.9332841,-0.08293846,85,86,2159,-,-,-,-,-,-,18.03303146,44,-,44,59.47606659,0.13478778,10
13-juil.-2017 18:40:19.342,0.06288407,0.10065512,0.91572171,0.42940843,85,86,2168,-,-,-,-,-,-,18.03303146,44,-,44,59.47606659,0.13478778,10
13-juil.-2017 18:40:19.441,-0.01804104,-0.01874296,0.92316139,0.23317666,85,86,2168,-,-,-,-,-,-,18.03303146,44,-,44,59.47606659,0.13845445,10
13-juil.-2017 18:40:19.541,-0.01804104,-0.01874296,0.92316139,0.23317666,85,86,2168,-,-,-,-,-,-,18.03303146,42,-,44,59.47606659,0.13845445,11
13-juil.-2017 18:40:19.642,-0.08772756,-0.00849733,0.86547506,0.18732098,85,86,2168,-,-,-,-,-,-,18.03303146,42,-,44,59.47606659,0.13845445,11
13-juil.-2017 18:40:19.742,-0.08624256,0.10126485,0.87193942,0.15268461,85,86,2168,-,-,-,-,-,-,18.03303146,42,-,44,59.47606659,0.13845445,11
13-juil.-2017 18:40:19.842,-0.12410205,0.01577208,0.80851978,0.23573846,85,86,2177.5,-,-,-,-,-,-,18.03303146,42,-,44,59.47606659,0.14424779,11
13-juil.-2017 18:40:19.941,-0.07834476,0.04052989,0.84815687,0.25756896,85,86,2177.5,-,-,-,-,-,-,18.03303146,42,-,44,59.47606659,0.14424779,11
13-juil.-2017 18:40:20.041,-0.0667568,0.08443352,0.9060874,0.10548658,85,86,2177.5,-,-,-,-,-,-,18.03303146,42,-,44,59.47606659,0.14424779,11
13-juil.-2017 18:40:20.141,-0.07904097,-0.01947401,0.8185212,0.32098702,85,86,2177.5,-,-,-,-,-,-,18.03303146,42,-,44,59.47606659,0.14424779,11
13-juil.-2017 18:40:20.242,-0.0527399,-0.02349947,0.90120798,0.1897599,85,86,2177.5,-,-,-,-,-,-,18.03303146,42,-,44,59.47606659,0.14424779,11
13-juil.-2017 18:40:20.342,-0.0900476,0.04650586,0.86108404,0.18951569,85,86,2187.25,-,-,-,-,-,-,18.03303146,42,-,44,59.47606659,0.14424779,11
13-juil.-2017 18:40:20.442,-0.21212074,-0.00959546,0.769494,0.06768025,85,86,2187.25,-,-,-,-,-,-,18.03303146,42,-,44,59.47606659,0.14424779,11
13-juil.-2017 18:40:20.541,-0.035777,-0.11008882,0.87937748,0.2790339,85,86,2187.25,-,-,-,-,-,-,18.03303146,42,-,44,59.47606659,0.14424779,11
13-juil.-2017 18:40:20.641,-0.035777,-0.11008882,0.87937748,0.2790339,85,86,2187.25,-,-,-,-,-,-,18.03303146,42,-,44,59.47606659,0.14424779,11
13-juil.-2017 18:40:20.742,-0.15337123,0.02089412,0.80608088,0.1570756,85,86,2187.25,-,-,-,-,-,-,18.03303146,42,-,44,59.47606659,0.14424779,11
13-juil.-2017 18:40:20.842,0.05919475,0.07528758,0.98962808,0.26891115,85,86,2187.25,-,-,-,-,-,-,18.03303146,42,-,44,59.47606659,0.14424779,11
13-juil.-2017 18:40:20.941,-0.09631658,-0.05642796,0.86657321,0.14890336,85,86,2187.25,-,-,-,-,-,-,3.97866774,42,-,45,12.95284939,0.15706626,12
13-juil.-2017 18:40:21.041,-0.01367687,-0.01349804,0.9303568,0.22622544,85,86,2187.25,-,-,-,-,-,-,3.97866774,42,-,45,12.95284939,0.15706626,12
13-juil.-2017 18:40:21.142,-0.17628406,-0.01276699,0.80205697,0.08597368,85,86,2187.25,-,-,-,-,-,-,3.97866774,42,-,45,12.95284939,0.15706626,12
13-juil.-2017 18:40:21.242,-0.15904272,-0.03386487,0.8392536,-0.06488923,85,86,2187.25,-,-,-,-,-,-,3.97866774,42,-,45,12.95284939,0.15706626,12
13-juil.-2017 18:40:21.341,0.06998964,-0.16277596,0.9764567,0.30513251,85,86,2187.25,-,-,-,-,-,-,3.97866774,42,-,45,12.95284939,0.15706626,12
13-juil.-2017 18:40:21.441,-0.05072877,-0.01886428,0.88047564,0.25342217,85,86,2187.25,-,-,-,-,-,-,3.97866774,42,-,45,12.95284939,0.15706626,12
13-juil.-2017 18:40:21.542,-0.09331383,-0.0241092,0.813155,0.29964495,85,86,2187.25,-,-,-,-,-,-,3.97866774,42,-,45,12.95284939,0.15706626,12
13-juil.-2017 18:40:21.642,-0.00746898,0.04040701,0.98072636,0.04487294,85,86,2187.25,-,-,-,-,-,-,3.97866774,42,-,45,12.95284939,0.15706626,12
13-juil.-2017 18:40:21.741,-0.14852004,-0.06655072,0.80717903,0.16183211,85,86,2187.25,-,-,-,-,-,-,3.97866774,42,-,45,12.95284939,0.15706626,12
13-juil.-2017 18:40:21.842,-0.08087789,0.00150255,0.80559403,0.34184226,85,86,2187.25,-,-,-,-,-,-,3.97866774,42,-,45,12.95284939,0.15706626,13
13-juil.-2017 18:40:21.942,-0.1068067,0.04931031,0.88023144,0.04145877,85,86,2187.25,-,-,-,-,-,-,3.97866774,42,-,45,12.95284939,0.15706626,13
13-juil.-2017 18:40:22.041,-0.1068067,0.04931031,0.88023144,0.04145877,85,86,2187.25,-,-,-,-,-,-,3.97866774,42,-,45,12.95284939,0.15706626,13
13-juil.-2017 18:40:22.141,0.04957191,-0.04667074,0.9553588,0.33123109,85,86,2187.25,-,-,-,-,-,-,3.97866774,42,-,45,12.95284939,0.15706626,13
13-juil.-2017 18:40:22.242,-0.25928533,-0.04752467,0.73778498,-0.05879038,85,86,2187.25,-,-,-,-,-,-,3.97866774,42,-,45,12.95284939,0.15706626,13
13-juil.-2017 18:40:22.343,-0.1590915,-0.13143246,0.81937516,0.03414202,85,86,2187.25,-,-,-,-,-,-,3.97866774,42,-,45,12.95284939,0.15706626,13
13-juil.-2017 18:40:22.442,-0.02222277,-0.01959689,0.93450356,0.18585731,85,86,2187.25,-,-,-,-,-,-,3.97866774,42,-,45,12.95284939,0.15706626,13
