Device Time, Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Torque(Nm),Trip Distance(km),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS Bearing(°),GPS Accuracy(m),Trip Time(Since journey start)(s),Intake Air Temperature(°C),Ambient air temp(°C),Engine Oil Temperature(°C),Engine Coolant Temperature(°C),Speed (GPS)(km/h),Speed (OBD)(km/h)
08-févr.-2019 07:59:13.445,0.09128019,0.60283983,-0.30306181,-0.35714367,-,-,139.28424072,48.87822723,2.09366894,24,160.37904358,6,-,-,-,-,-,37.40593719,-
08-févr.-2019 07:59:13.541,-0.04344352,0.89034808,0.65196335,0.16661274,-,-,139.28424072,48.87822723,2.09366894,24,160.37904358,6,0,-,-,-,26,37.40593719,-
08-févr.-2019 07:59:13.640,0.14595069,0.84617233,0.43523389,0.01216805,-,-,139.34368896,48.87813568,2.09371996,24,159.68927002,6,0,-,-,-,26,38.5031662,-
08-févr.-2019 07:59:13.741,-0.31557566,0.68264896,0.31783879,-0.139365,-,-,139.34368896,48.87813568,2.09371996,22,159.68927002,6,0,-,-,-,26,38.5031662,-
08-févr.-2019 07:59:13.841,0.13277119,0.9765029,-0.0536277,-0.01308484,-,-,139.34368896,48.87813568,2.09371996,22,159.68927002,6,0,-,-,-,26,38.5031662,-
08-févr.-2019 07:59:13.940,0.13277119,0.9765029,-0.0536277,-0.01308484,-,-,139.34368896,48.87813568,2.09371996,22,159.68927002,6,0,-,-,-,26,38.5031662,-
08-févr.-2019 07:59:14.042,0.1278899,1.0943861,-0.96813816,0.40322679,-,-,139.34368896,48.87813568,2.09371996,22,159.68927002,6,0,-,-,-,26,38.5031662,-
08-févr.-2019 07:59:14.142,0.25236291,0.65628994,0.0742622,-0.27534181,-,-,139.34368896,48.87813568,2.09371996,22,159.68927002,6,0,-,-,-,26,38.5031662,-
08-févr.-2019 07:59:14.242,-0.27042371,0.68362522,0.18946074,-0.20962888,-,-,139.34368896,48.87813568,2.09371996,22,159.68927002,6,0,-,-,-,26,38.5031662,-
08-févr.-2019 07:59:14.341,-0.20769906,1.05655611,-0.07803417,0.07736944,-,-,139.34368896,48.87813568,2.09371996,22,159.68927002,6,0,-,-,-,26,38.5031662,40
08-févr.-2019 07:59:14.441,-0.06028398,0.96918094,-0.0211671,-0.02541849,-,-,139.34368896,48.87813568,2.09371996,22,159.68927002,6,0,-,-,-,26,38.5031662,40
08-févr.-2019 07:59:14.541,0.18988234,1.04386473,0.29392046,0.13214736,-,-,139.34368896,48.87813568,2.09371996,22,159.68927002,6,0,-,-,-,26,38.5031662,40
08-févr.-2019 07:59:14.641,0.47568208,1.18786287,-0.34455281,0.30317208,-,-,139.43742371,48.87804031,2.09377313,22,160.64277649,6,1,-,-,-,26,39.19314194,40
08-févr.-2019 07:59:14.741,0.42125568,1.00042129,-0.38457942,0.12256186,-,-,139.43742371,48.87804031,2.09377313,21,160.64277649,6,1,-,-,-,26,39.19314194,40
08-févr.-2019 07:59:14.841,-0.12007983,0.99358743,0.75447047,0.31641117,-,-,139.43742371,48.87804031,2.09377313,21,160.64277649,6,1,-,-,-,26,39.19314194,40
08-févr.-2019 07:59:14.943,0.30361649,1.05313921,0.51016176,0.25485373,-,-,139.43742371,48.87804031,2.09377313,21,160.64277649,6,1,8,-,-,26,39.19314194,40
08-févr.-2019 07:59:15.041,-0.03856222,0.8347013,0.52187687,0.04196241,-,-,139.43742371,48.87804031,2.09377313,21,160.64277649,6,1,8,6,-,26,39.19314194,40
08-févr.-2019 07:59:15.141,-0.01317949,0.79882377,0.20532495,-0.14442044,-,-,139.43742371,48.87804031,2.09377313,21,160.64277649,6,1,8,6,-,26,39.19314194,40
08-févr.-2019 07:59:15.242,-0.06077211,1.01823795,-0.16345681,0.02237093,-,-,139.43742371,48.87804031,2.09377313,21,160.64277649,6,1,8,6,-,26,39.19314194,40
08-févr.-2019 07:59:15.342,-0.14326598,0.82347429,0.13503432,-0.13144293,-,-,139.43742371,48.87804031,2.09377313,21,160.64277649,6,1,8,6,17,26,39.19314194,40
08-févr.-2019 07:59:15.442,0.26773897,0.86691779,0.10232964,-0.0700761,-,-,139.43742371,48.87804031,2.09377313,21,160.64277649,6,1,8,6,17,26,39.19314194,40
08-févr.-2019 07:59:15.541,0.26773897,0.86691779,0.10232964,-0.0700761,-,-,139.43742371,48.87804031,2.09377313,21,160.64277649,6,1,8,6,17,26,39.19314194,40
08-févr.-2019 07:59:15.640,0.13887282,0.91768324,0.36836019,0.03996542,-,-,139.59997559,48.87794876,2.09383512,21,158.28546143,6,1,8,6,17,26,39.77012634,40
08-févr.-2019 07:59:15.741,0.00146439,0.95331675,0.13332585,-0.01820869,-,-,139.59997559,48.87794876,2.09383512,23,158.28546143,6,1,8,6,17,26,39.77012634,40
08-févr.-2019 07:59:15.841,-0.04173506,0.98895019,0.13674277,0.01809595,-,-,139.59997559,48.87794876,2.09383512,23,158.28546143,6,1,8,6,17,26,39.77012634,40
08-févr.-2019 07:59:15.941,0.07858884,1.33796275,0.30124238,0.399519,20.60055733,0.01826667,139.59997559,48.87794876,2.09383512,23,158.28546143,6,2,8,6,17,26,39.77012634,40
08-févr.-2019 07:59:16.043,0.07858884,1.33796275,0.30124238,0.399519,20.60055733,0.01826667,139.59997559,48.87794876,2.09383512,23,158.28546143,6,2,8,6,17,26,39.77012634,40
08-févr.-2019 07:59:16.141,-0.33339238,0.85129768,0.31393373,0.00393606,20.60055733,0.01826667,139.59997559,48.87794876,2.09383512,23,158.28546143,6,2,8,6,17,26,39.77012634,40
08-févr.-2019 07:59:16.242,0.22844456,0.84324354,-0.18957174,-0.12148038,20.60055733,0.01826667,139.59997559,48.87794876,2.09383512,23,158.28546143,6,2,8,6,17,26,39.77012634,40
08-févr.-2019 07:59:16.343,0.04954514,1.0858438,0.20288432,0.12876949,20.60055733,0.01826667,139.59997559,48.87794876,2.09383512,23,158.28546143,6,2,8,6,17,26,39.77012634,40
08-févr.-2019 07:59:16.443,-0.18353665,0.84958923,0.51797187,0.06684303,20.60055733,0.01826667,139.59997559,48.87794876,2.09383512,23,158.28546143,6,2,8,6,17,26,39.77012634,40
08-févr.-2019 07:59:16.540,-0.39392042,0.63090724,0.33394703,-0.13858604,20.60055733,0.01826667,139.59997559,48.87794876,2.09383512,23,158.28546143,6,2,8,6,17,26,39.77012634,40
08-févr.-2019 07:59:16.641,-0.06296869,0.84470791,0.52090061,0.05060352,20.60055733,0.01826667,139.59997559,48.87794876,2.09383512,23,158.28546143,6,2,8,6,17,26,39.77012634,40
08-févr.-2019 07:59:16.745,0.25724417,0.53572202,0.0915908,-0.37538326,20.60055733,0.027,139.76257324,48.87785721,2.09390879,23,158.91062927,4,3,8,6,17,26,39.69654846,40
08-févr.-2019 07:59:16.842,0.26871523,0.91548669,0.07645879,-0.02937916,20.60055733,0.027,139.76257324,48.87785721,2.09390879,23,158.91062927,4,3,8,6,17,26,39.69654846,40
08-févr.-2019 07:59:16.942,0.00634568,1.01482105,0.02544926,0.02291449,20.60055733,0.027,139.76257324,48.87785721,2.09390879,23,158.91062927,4,3,8,6,17,26,39.69654846,40
08-févr.-2019 07:59:17.044,-0.04808075,0.9301306,0.06767245,-0.05333177,20.60055733,0.03001111,139.76257324,48.87785721,2.09390879,23,158.91062927,4,3,8,6,17,26,39.69654846,40
08-févr.-2019 07:59:17.141,0.22234294,0.87448382,0.29709327,-0.01384306,20.60055733,0.03001111,139.76257324,48.87785721,2.09390879,23,158.91062927,4,3,8,6,17,26,39.69654846,40
08-févr.-2019 07:59:17.240,-0.01781672,1.12391794,0.35884163,0.21451718,20.60055733,0.03001111,139.76257324,48.87785721,2.09390879,23,158.91062927,4,3,8,6,17,26,39.69654846,40
08-févr.-2019 07:59:17.344,0.29263356,1.12635863,0.36250263,0.25271645,20.60055733,0.03001111,139.76257324,48.87785721,2.09390879,23,158.91062927,4,3,8,6,17,26,39.69654846,40
08-févr.-2019 07:59:17.442,0.09274459,0.77588171,0.41619688,-0.06316888,20.60055733,0.03409278,139.76257324,48.87785721,2.09390879,23,158.91062927,4,3,8,6,17,26,39.69654846,39
08-févr.-2019 07:59:17.541,0.09274459,0.77588171,0.41619688,-0.06316888,20.60055733,0.03565278,139.76257324,48.87785721,2.09390879,23,158.91062927,4,3,8,6,17,26,39.69654846,39
08-févr.-2019 07:59:17.641,0.02196582,0.93598813,-0.53028607,0.03074146,20.60055733,0.03565278,139.94023132,48.87776566,2.09397268,18,161.6582489,4,3,8,6,17,26,39.93175888,39
08-févr.-2019 07:59:17.742,-0.2501663,0.909141,-0.34870192,-0.0244883,20.60055733,0.03565278,139.94023132,48.87776566,2.09397268,18,161.6582489,4,4,8,6,17,26,39.93175888,39
08-févr.-2019 07:59:17.848,-0.04222319,0.88180572,-0.02848904,-0.11398983,20.60055733,0.03878361,139.94023132,48.87776566,2.09397268,18,161.6582489,4,4,8,6,17,26,39.93175888,39
08-févr.-2019 07:59:17.943,0.00097626,0.81297952,0.30319491,-0.09221943,20.60055733,0.03878361,139.94023132,48.87776566,2.09397268,18,161.6582489,4,4,8,6,17,26,39.93175888,39
08-févr.-2019 07:59:18.041,-0.01830485,0.69729286,0.36152634,-0.16331787,20.60055733,0.04128611,139.94023132,48.87776566,2.09397268,18,161.6582489,4,4,8,6,17,26,39.93175888,39
08-févr.-2019 07:59:18.141,-0.13814062,0.94086939,0.58948278,0.17500949,20.60055733,0.04128611,139.94023132,48.87776566,2.09397268,18,161.6582489,4,4,8,6,17,26,39.93175888,39
08-févr.-2019 07:59:18.241,0.45493659,0.92744589,0.56629664,0.22967763,20.60055733,0.04330111,139.94023132,48.87776566,2.09397268,18,161.6582489,4,4,8,6,17,26,39.93175888,39
08-févr.-2019 07:59:18.340,-0.03880629,0.91499853,0.57996428,0.14103851,20.60055733,0.04330111,139.94023132,48.87776566,2.09397268,18,161.6582489,4,4,8,6,17,26,39.93175888,39
08-févr.-2019 07:59:18.442,-0.00805414,1.26401103,-0.04557357,0.26564017,20.60055733,0.04330111,139.94023132,48.87776566,2.09397268,18,161.6582489,4,4,8,6,17,27,39.93175888,39
08-févr.-2019 07:59:18.542,-0.29458609,0.85422647,0.63146192,0.16294624,20.60055733,0.04612861,139.94023132,48.87776566,2.09397268,18,161.6582489,4,4,8,6,17,27,39.93175888,39
08-févr.-2019 07:59:18.644,-0.29458609,0.85422647,0.63146192,0.16294624,20.60055733,0.04612861,140.07647705,48.8776741,2.09402776,18,161.20405579,4,5,8,6,17,27,39.87598038,39
08-févr.-2019 07:59:18.741,-0.0373419,0.6567781,0.49210098,-0.11463519,20.60055733,0.04612861,140.07647705,48.8776741,2.09402776,19,161.20405579,4,5,8,6,17,27,39.87598038,39
08-févr.-2019 07:59:18.842,0.22942081,0.79833561,0.94410878,0.33467343,20.60055733,0.04612861,140.07647705,48.8776741,2.09402776,19,161.20405579,4,5,8,6,17,27,39.87598038,39
08-févr.-2019 07:59:18.941,0.2501663,1.26742792,0.32955387,0.36188844,20.60055733,0.05063527,140.07647705,48.8776741,2.09402776,19,161.20405579,4,5,8,6,17,27,39.87598038,39
08-févr.-2019 07:59:19.044,0.2025737,1.18346977,-0.07193256,0.20142005,20.60055733,0.05063527,140.07647705,48.8776741,2.09402776,19,161.20405579,4,5,8,6,17,27,39.87598038,39
08-févr.-2019 07:59:19.142,-0.33973804,0.86106026,-0.01506548,-0.07013386,-,0.05267194,140.07647705,48.8776741,2.09402776,19,161.20405579,4,5,8,6,17,27,39.87598038,39
08-févr.-2019 07:59:19.241,-0.04075881,0.80956262,0.62926537,0.09073063,-,0.05267194,140.07647705,48.8776741,2.09402776,19,161.20405579,4,5,8,6,17,27,39.87598038,39
08-févr.-2019 07:59:19.344,0.08054135,0.84104699,0.48282653,0.02676858,-,0.05267194,140.07647705,48.8776741,2.09402776,19,161.20405579,4,5,8,6,17,27,39.87598038,39
08-févr.-2019 07:59:19.441,0.04759262,0.87741262,0.46354538,0.04424425,-,0.05584819,140.07647705,48.8776741,2.09402776,19,161.20405579,4,5,8,6,17,27,39.87598038,38
08-févr.-2019 07:59:19.541,0.28433537,1.17785633,0.77716851,0.49637753,-,0.05584819,140.07647705,48.8776741,2.09402776,19,161.20405579,4,5,8,6,17,27,39.87598038,38
08-févr.-2019 07:59:19.642,0.28433537,1.17785633,0.77716851,0.49637753,-,0.05781152,140.1706543,48.87758255,2.09407735,14,161.18450928,4,5,8,6,17,27,39.12078857,38
08-févr.-2019 07:59:19.743,0.041491,1.33137298,-0.0038385,0.33594206,-,0.05781152,140.1706543,48.87758255,2.09407735,14,161.18450928,4,6,8,6,17,27,39.12078857,38
08-févr.-2019 07:59:19.844,-0.36292419,0.54597276,0.48014179,-0.12427834,-,0.05981153,140.1706543,48.87758255,2.09407735,14,161.18450928,4,6,8,6,17,27,39.12078857,37
08-févr.-2019 07:59:19.943,-0.31557566,1.052163,0.16871524,0.13124564,-,0.05981153,140.1706543,48.87758255,2.09407735,14,161.18450928,4,6,8,6,17,28,39.12078857,37
08-févr.-2019 07:59:20.040,0.43028608,0.88449049,-0.19250052,-0.01172225,-,0.06264819,140.1706543,48.87758255,2.09407735,14,161.18450928,4,6,8,6,17,28,39.12078857,37
08-févr.-2019 07:59:20.139,-0.44395369,0.90255129,0.75910771,0.32323676,-,0.06264819,140.1706543,48.87758255,2.09407735,14,161.18450928,4,6,8,6,17,28,39.12078857,37
08-févr.-2019 07:59:20.242,0.27335244,1.04532909,0.13552244,0.10622831,-,0.06264819,140.1706543,48.87758255,2.09407735,14,161.18450928,4,6,8,6,17,28,39.12078857,37
08-févr.-2019 07:59:20.343,-1.23325896,0.97479445,1.08005285,0.96629518,-,0.06264819,140.1706543,48.87758255,2.09407735,14,161.18450928,4,6,8,6,17,28,39.12078857,37
08-févr.-2019 07:59:20.441,0.40685585,0.69997758,-0.11562014,-0.18994296,-,0.06621708,140.1706543,48.87758255,2.09407735,14,161.18450928,4,6,8,6,17,28,39.12078857,36
08-févr.-2019 07:59:20.543,0.27774563,1.2112931,-0.3848235,0.27538574,-,0.06621708,140.1706543,48.87758255,2.09407735,14,161.18450928,4,6,8,6,17,28,39.12078857,36
08-févr.-2019 07:59:20.641,-0.01391169,1.02824461,0.70248473,0.30484676,-,0.06794708,140.1706543,48.87758255,2.09407735,14,161.18450928,4,6,8,6,17,28,39.12078857,36
08-févr.-2019 07:59:20.739,-0.01391169,1.02824461,0.70248473,0.30484676,-,0.06794708,140.23822021,48.87749481,2.09411883,21,161.63232422,4,7,8,6,17,28,37.55921173,36
08-févr.-2019 07:59:20.843,0.0373419,0.8256709,0.29196793,-0.08493853,-,0.07028417,140.23822021,48.87749481,2.09411883,21,161.63232422,4,7,8,6,17,28,37.55921173,35
08-févr.-2019 07:59:20.947,-0.00268471,0.69704878,0.05302857,-0.28610227,-,0.07028417,140.23822021,48.87749481,2.09411883,21,161.63232422,4,7,8,6,17,28,37.55921173,35
08-févr.-2019 07:59:21.042,-0.00268471,0.69704878,0.05302857,-0.28610227,-,0.07028417,140.23822021,48.87749481,2.09411883,21,161.63232422,4,7,8,6,17,28,37.55921173,35
08-févr.-2019 07:59:21.141,0.05149765,1.00261784,0.57215422,0.2085873,-,0.07323972,140.23822021,48.87749481,2.09411883,21,161.63232422,4,7,8,6,17,28,37.55921173,35
08-févr.-2019 07:59:21.242,0.15717767,0.89620554,0.23363647,-0.03054431,-,0.07323972,140.23822021,48.87749481,2.09411883,21,161.63232422,4,7,8,6,17,28,37.55921173,35
08-févr.-2019 07:59:21.341,-0.0871311,0.93086278,0.53261572,0.12923464,-,0.07507014,140.23822021,48.87749481,2.09411883,21,161.63232422,4,7,8,6,17,28,37.55921173,34
08-févr.-2019 07:59:21.442,-0.08371419,0.92573744,0.17262027,-0.03100005,-,0.07507014,140.23822021,48.87749481,2.09411883,21,161.63232422,4,7,8,6,17,28,37.55921173,34
08-févr.-2019 07:59:21.542,0.04417571,0.86276871,0.2492566,-0.0678547,-,0.07507014,140.23822021,48.87749481,2.09411883,21,161.63232422,4,7,8,6,17,28,37.55921173,34
08-févr.-2019 07:59:21.642,-0.15546921,0.99724835,0.27341899,0.07652596,-,0.07736861,140.32879639,48.87741089,2.09415817,21,160.66345215,4,7,8,6,17,28,35.72919083,33
08-févr.-2019 07:59:21.741,0.03758596,0.88790739,0.45964038,0.05059189,-,0.07736861,140.32879639,48.87741089,2.09415817,19,160.66345215,4,8,8,6,17,28,35.72919083,33
08-févr.-2019 07:59:21.844,0.00048813,1.02629209,-0.00920793,0.03065235,-,0.07736861,140.32879639,48.87741089,2.09415817,19,160.66345215,4,8,8,6,17,28,35.72919083,33
08-févr.-2019 07:59:21.944,0.20891939,0.9086529,0.67539358,0.21306947,-,0.07736861,140.32879639,48.87741089,2.09415817,19,160.66345215,4,8,8,6,18,28,35.72919083,33
08-févr.-2019 07:59:22.041,0.10665628,0.98309267,0.37372959,0.09685367,-,0.08098875,140.32879639,48.87741089,2.09415817,19,160.66345215,4,8,8,6,18,28,35.72919083,32
08-févr.-2019 07:59:22.142,0.09201239,0.94941169,0.72103363,0.25897878,-,0.08098875,140.32879639,48.87741089,2.09415817,19,160.66345215,4,8,8,6,18,28,35.72919083,32
08-févr.-2019 07:59:22.241,0.0705347,0.77710199,-0.06412248,-0.21861225,-,0.08269542,140.32879639,48.87741089,2.09415817,19,160.66345215,4,8,8,6,18,28,35.72919083,32
08-févr.-2019 07:59:22.341,0.28018627,0.88302606,0.88162822,0.35021418,-,0.08269542,140.32879639,48.87741089,2.09415817,19,160.66345215,4,8,8,6,18,28,35.72919083,31
08-févr.-2019 07:59:22.441,-0.16816057,1.13660932,0.70883042,0.40560111,-,0.08444542,140.32879639,48.87741089,2.09415817,19,160.66345215,4,8,8,6,18,28,35.72919083,31
08-févr.-2019 07:59:22.541,0.21624132,0.99529588,0.54237831,0.20458084,-,0.08444542,140.32879639,48.87741089,2.09415817,19,160.66345215,4,8,8,6,18,28,35.72919083,31
08-févr.-2019 07:59:22.645,0.10543595,0.76148188,0.38861755,-0.08879994,-,0.08674139,140.55505371,48.87733078,2.09418154,19,160.66783142,4,8,8,6,18,28,33.58679199,30
08-févr.-2019 07:59:22.743,0.06418902,1.08950484,0.3778787,0.19183852,-,0.08674139,140.55505371,48.87733078,2.09418154,19,160.66783142,4,9,8,6,18,28,33.58679199,30
08-févr.-2019 07:59:22.843,0.14839134,1.13075173,0.40936303,0.24945444,-,0.08674139,140.55505371,48.87733078,2.09418154,19,160.66783142,4,9,8,6,18,28,33.58679199,30
08-févr.-2019 07:59:22.941,0.34047025,0.83445722,0.25804293,-0.02990914,-,0.08873305,140.55505371,48.87733078,2.09418154,19,160.66783142,4,9,8,6,18,29,33.58679199,30
08-févr.-2019 07:59:23.041,0.11519855,1.0763253,0.2934323,0.15214689,-,0.08873305,140.55505371,48.87733078,2.09418154,19,160.66783142,4,9,8,6,18,29,33.58679199,30
08-févr.-2019 07:59:23.142,0.11519855,1.0763253,0.2934323,0.15214689,-,0.09035555,140.55505371,48.87733078,2.09418154,19,160.66783142,4,9,8,6,18,29,33.58679199,29
08-févr.-2019 07:59:23.243,0.18646543,1.04654944,0.00104279,0.0681872,-,0.09035555,140.55505371,48.87733078,2.09418154,19,160.66783142,4,9,8,6,18,29,33.58679199,29
08-févr.-2019 07:59:23.351,0.08371419,0.90352756,-0.13831815,-0.09148363,-,0.09035555,140.55505371,48.87733078,2.09418154,19,160.66783142,4,9,8,6,18,29,33.58679199,29
08-févr.-2019 07:59:23.442,0.48031932,1.04899013,0.34737059,0.23785046,-,0.09035555,140.55505371,48.87733078,2.09418154,19,160.66783142,4,9,8,6,18,29,33.58679199,29
08-févr.-2019 07:59:23.542,0.20916344,0.89571744,0.39032599,0.04269897,-,0.09364097,140.55505371,48.87733078,2.09418154,19,160.66783142,4,9,8,6,18,29,33.58679199,28
08-févr.-2019 07:59:23.642,-0.01635233,0.91158164,0.04082533,-0.07714471,-,0.09364097,140.4395752,48.87726212,2.09419656,19,172.26443481,4,9,8,6,18,29,31.0860405,28
08-févr.-2019 07:59:23.741,0.28311506,1.09048104,0.15700014,0.15596913,-,0.09503319,140.4395752,48.87726212,2.09419656,22,172.26443481,4,10,8,6,18,29,31.0860405,28
08-févr.-2019 07:59:23.849,0.10909692,0.89376497,0.39471918,0.02770927,-,0.09633986,140.4395752,48.87726212,2.09419656,22,172.26443481,4,10,8,6,18,29,31.0860405,28
08-févr.-2019 07:59:23.944,0.10909692,0.89376497,0.39471918,0.02770927,-,0.09633986,140.4395752,48.87726212,2.09419656,22,172.26443481,4,10,8,6,18,29,31.0860405,28
08-févr.-2019 07:59:24.042,0.27676937,0.83055222,0.21874849,-0.06800642,-,0.09792653,140.4395752,48.87726212,2.09419656,22,172.26443481,4,10,8,6,18,29,31.0860405,28
08-févr.-2019 07:59:24.141,0.25944078,0.96454376,0.14406469,0.02856414,-,0.09792653,140.4395752,48.87726212,2.09419656,22,172.26443481,4,10,8,6,18,29,31.0860405,28
08-févr.-2019 07:59:24.240,-0.02587086,0.65092057,-0.08462392,-0.34816146,-,0.09792653,140.4395752,48.87726212,2.09419656,22,172.26443481,4,10,8,6,18,29,31.0860405,28
08-févr.-2019 07:59:24.341,-0.29995552,1.14149058,-0.02556026,0.18299238,-,0.10005014,140.4395752,48.87726212,2.09419656,22,172.26443481,4,10,8,6,18,29,31.0860405,27
08-févr.-2019 07:59:24.442,0.05076545,0.97674698,0.55921876,0.17988637,-,0.10005014,140.4395752,48.87726212,2.09419656,22,172.26443481,4,10,8,6,18,29,31.0860405,27
08-févr.-2019 07:59:24.545,0.06370088,0.87790072,-0.01921458,-0.11578979,-,0.10005014,140.4395752,48.87726212,2.09419656,22,172.26443481,4,10,8,6,18,29,31.0860405,27
08-févr.-2019 07:59:24.645,-0.00903039,0.91719514,0.64244479,0.18046786,-,0.10188764,140.36943054,48.87719727,2.09419799,22,186.09054565,4,10,8,6,18,29,28.26366425,27
08-févr.-2019 07:59:24.741,-0.00903039,0.91719514,0.64244479,0.18046786,-,0.10188764,140.36943054,48.87719727,2.09419799,20,186.09054565,4,11,8,6,18,29,28.26366425,27
08-févr.-2019 07:59:24.840,-0.00878633,0.85325027,0.22704671,-0.08586469,-,0.10188764,140.36943054,48.87719727,2.09419799,20,186.09054565,4,11,8,6,18,29,28.26366425,27
08-févr.-2019 07:59:24.940,-0.04319945,0.83518946,0.54994428,0.05952907,-,0.10188764,140.36943054,48.87719727,2.09419799,20,186.09054565,4,11,8,6,18,29,28.26366425,27
08-févr.-2019 07:59:25.042,-0.29653859,0.91109353,-0.08315954,-0.0413876,-,0.10505264,140.36943054,48.87719727,2.09419799,20,186.09054565,4,11,8,6,18,29,28.26366425,27
08-févr.-2019 07:59:25.141,-0.07541599,0.88571084,0.63683134,0.15499038,-,0.10505264,140.36943054,48.87719727,2.09419799,20,186.09054565,4,11,8,6,18,29,28.26366425,27
08-févr.-2019 07:59:25.240,-0.14692695,1.04654944,0.1406478,0.08423585,-,0.10650013,140.36943054,48.87719727,2.09419799,20,186.09054565,4,11,8,6,18,29,28.26366425,27
08-févr.-2019 07:59:25.343,-0.33876181,0.82347429,0.84867948,0.30154487,-,0.10650013,140.36943054,48.87719727,2.09419799,20,186.09054565,4,11,8,6,18,29,28.26366425,27
08-févr.-2019 07:59:25.445,-0.30093178,0.82469463,0.88065201,0.31664094,-,0.10784263,140.36943054,48.87719727,2.09419799,20,186.09054565,4,11,8,6,18,29,28.26366425,27
08-févr.-2019 07:59:25.548,-0.30093178,0.82469463,0.88065201,0.31664094,-,0.10784263,140.36943054,48.87719727,2.09419799,20,186.09054565,4,11,8,6,18,29,28.26366425,26
08-févr.-2019 07:59:25.643,-0.28946072,0.82933187,0.09329925,-0.10027991,-,0.10925596,140.3984375,48.87713242,2.09418797,21,176.40939331,6,11,8,6,18,29,27.77302742,26
08-févr.-2019 07:59:25.741,-0.25651202,0.80248475,0.68979341,0.15519048,-,0.10925596,140.3984375,48.87713242,2.09418797,21,176.40939331,6,12,8,6,18,29,27.77302742,26
08-févr.-2019 07:59:25.841,-0.27603719,0.75171924,0.73738599,0.15905611,-,0.11122763,140.3984375,48.87713242,2.09418797,21,176.40939331,6,12,8,6,18,29,27.77302742,26
08-févr.-2019 07:59:25.941,-0.18622136,0.88815141,0.23388052,-0.03273246,-,0.11122763,140.3984375,48.87713242,2.09418797,21,176.40939331,6,12,8,6,18,29,27.77302742,26
08-févr.-2019 07:59:26.041,-0.27359653,0.85520267,0.9343462,0.37017548,-,0.11122763,140.3984375,48.87713242,2.09418797,21,176.40939331,6,12,8,6,18,29,27.77302742,26
08-févr.-2019 07:59:26.141,-0.26236954,0.87619227,0.48282653,0.08491532,-,0.11285263,140.3984375,48.87713242,2.09418797,21,176.40939331,6,12,8,6,18,29,27.77302742,26
08-févr.-2019 07:59:26.242,-0.28116253,0.89522928,0.50601268,0.11740412,-,0.11285263,140.3984375,48.87713242,2.09418797,21,176.40939331,6,12,8,6,18,29,27.77302742,26
08-févr.-2019 07:59:26.342,-0.29238951,0.83567756,0.60363853,0.13129567,-,0.11285263,140.3984375,48.87713242,2.09418797,21,176.40939331,6,12,8,6,18,29,27.77302742,26
08-févr.-2019 07:59:26.441,-0.30581304,0.87790072,0.37983119,0.04652628,-,0.11542375,140.3984375,48.87713242,2.09418797,21,176.40939331,6,12,8,6,18,29,27.77302742,26
08-févr.-2019 07:59:26.541,-0.20599061,0.83958256,0.22607045,-0.07575096,-,0.11542375,140.3984375,48.87713242,2.09418797,21,176.40939331,6,12,8,6,18,29,27.77302742,26
08-févr.-2019 07:59:26.642,-0.54231179,0.93525594,0.43474579,0.20654583,-,0.1165793,140.57917786,48.87706757,2.09420538,21,163.65312195,6,12,8,6,18,29,25.54269028,26
08-févr.-2019 07:59:26.742,-0.40539148,0.69411999,0.62536031,0.08309443,-,0.1165793,140.57917786,48.87706757,2.09420538,21,163.65312195,6,13,8,6,18,29,25.54269028,26
08-févr.-2019 07:59:26.842,-0.47690243,0.84348756,0.39179039,0.08700134,-,0.11805152,140.57917786,48.87706757,2.09420538,21,163.65312195,6,13,8,6,18,29,25.54269028,27
08-févr.-2019 07:59:26.942,-0.10201905,0.84739268,0.49405348,0.04025033,-,0.11805152,140.57917786,48.87706757,2.09420538,21,163.65312195,6,13,8,6,18,29,25.54269028,27
08-févr.-2019 07:59:27.058,-0.41466594,0.76660722,0.548724,0.08686891,-,0.11991152,140.57917786,48.87706757,2.09420538,21,163.65312195,6,13,8,6,18,29,25.54269028,27
08-févr.-2019 07:59:27.142,-0.41466594,0.76660722,0.548724,0.09940831,-,0.11991152,140.57917786,48.87706757,2.09420538,21,163.65312195,6,13,8,6,18,29,25.54269028,27
08-févr.-2019 07:59:27.241,-0.3580429,0.88180572,0.44963369,0.09940831,-,0.11991152,140.57917786,48.87706757,2.09420538,21,163.65312195,6,13,8,6,18,29,25.54269028,27
08-févr.-2019 07:59:27.341,-0.34217873,0.8656975,0.43254918,0.07280616,-,0.11991152,140.57917786,48.87706757,2.09420538,21,163.65312195,6,13,8,6,18,29,25.54269028,27
08-févr.-2019 07:59:27.440,-0.15498109,0.79833561,0.47111139,-0.00591649,-,0.11991152,140.57917786,48.87706757,2.09420538,21,163.65312195,6,13,8,6,18,29,25.54269028,28
08-févr.-2019 07:59:27.541,-0.28311506,0.80736601,0.38788533,-0.01476452,33.4692688,0.12313513,140.57917786,48.87706757,2.09420538,21,163.65312195,6,13,8,6,18,29,25.54269028,28
