Device Time, Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Torque(Nm),Trip Distance(km),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS Bearing(°),GPS Accuracy(m),Trip Time(Since journey start)(s),Intake Air Temperature(°C),Ambient air temp(°C),Engine Oil Temperature(°C),Engine Coolant Temperature(°C),Speed (GPS)(km/h),Speed (OBD)(km/h)
08-févr.-2019 08:00:21.744,0.00341691,0.90499187,0.39642763,0.03256498,-,0.22734554,143.72573853,48.87643814,2.09546614,21,135.24099731,6,68,8,6,24,36,0,0
08-févr.-2019 08:00:21.841,0.04734855,0.97918755,0.29074761,0.0556964,-,0.22734554,143.72573853,48.87643814,2.09546614,21,135.24099731,6,68,8,6,24,36,0,0
08-févr.-2019 08:00:21.943,0.01439982,0.9374525,0.29562891,0.01796582,-,0.22734554,143.72573853,48.87643814,2.09546614,21,135.24099731,6,68,8,6,24,36,0,0
08-févr.-2019 08:00:22.042,0.0124473,0.93305933,0.26926991,0.003894,-,0.22734554,143.72573853,48.87643814,2.09546614,21,135.24099731,6,68,8,6,24,36,0,0
08-févr.-2019 08:00:22.144,-0.00268471,0.93135089,0.31466594,0.01984307,-,0.22734554,143.72573853,48.87643814,2.09546614,21,135.24099731,6,68,8,6,24,36,0,0
08-févr.-2019 08:00:22.243,-0.00707788,0.91451043,0.36299074,0.02540622,-,0.22734554,143.72573853,48.87643814,2.09546614,21,135.24099731,6,68,8,6,24,36,0,0
08-févr.-2019 08:00:22.343,0.0331928,0.94941169,0.32174379,0.03975501,-,0.22734554,143.72573853,48.87643814,2.09546614,21,135.24099731,6,68,8,6,24,36,0,0
08-févr.-2019 08:00:22.443,0.03880629,0.96234709,0.26390049,0.02993487,-,0.22734554,143.72573853,48.87643814,2.09546614,21,135.24099731,6,68,8,6,24,36,0,0
08-févr.-2019 08:00:22.542,0.03880629,0.96234709,0.26390049,0.02993487,-,0.22734554,143.72573853,48.87643814,2.09546614,21,135.24099731,6,68,8,6,24,36,0,0
08-févr.-2019 08:00:22.648,0.02220989,0.92671371,0.38788533,0.04789002,-,0.22734554,143.73196411,48.87643814,2.09546614,20,135.24099731,6,68,8,6,24,36,0,0
08-févr.-2019 08:00:22.741,0.04515197,0.95844209,0.30075425,0.04018881,-,0.22734554,143.73196411,48.87643814,2.09546614,20,135.24099731,6,69,8,6,24,36,0,0
08-févr.-2019 08:00:22.841,0.01391169,0.94916761,0.30026612,0.03055854,-,0.22734554,143.73196411,48.87643814,2.09546614,20,135.24099731,6,69,8,6,24,36,0,0
08-févr.-2019 08:00:22.940,0.00634568,0.93427968,0.33785209,0.03216316,-,0.22734554,143.73196411,48.87643814,2.09546614,20,135.24099731,6,69,8,6,24,36,0,0
08-févr.-2019 08:00:23.040,0.02294208,0.91548669,0.36201447,0.02606946,-,0.22734554,143.73196411,48.87643814,2.09546614,20,135.24099731,6,69,8,6,24,36,0,0
08-févr.-2019 08:00:23.141,0.03416906,0.94062537,0.32003534,0.03106705,-,0.22734554,143.73196411,48.87643814,2.09546614,20,135.24099731,6,69,8,6,24,36,0,0
08-févr.-2019 08:00:23.241,0.00561349,0.9374525,0.34834689,0.03951987,-,0.22734554,143.73196411,48.87643814,2.09546614,20,135.24099731,6,69,8,6,24,36,0,0
08-févr.-2019 08:00:23.341,-0.00439316,0.93623215,0.27219868,0.00785687,-,0.22734554,143.73196411,48.87643814,2.09546614,20,135.24099731,6,69,8,6,24,36,0,0
08-févr.-2019 08:00:23.440,-0.00439316,0.93623215,0.27219868,0.00785687,-,0.22734554,143.73196411,48.87643814,2.09546614,20,135.24099731,6,69,8,6,24,36,0,0
08-févr.-2019 08:00:23.540,0.01293543,0.94575071,0.26145983,0.01289961,-,0.22734554,143.73196411,48.87643814,2.09546614,20,135.24099731,6,69,8,6,24,37,0,0
08-févr.-2019 08:00:23.640,0.03905035,0.93525594,0.33028609,0.03058235,-,0.22734554,143.73831177,48.87643814,2.09546614,22,135.24099731,6,70,8,6,24,37,0,0
08-févr.-2019 08:00:23.740,0.01879298,0.94721508,0.30929649,0.0323861,-,0.22734554,143.73831177,48.87643814,2.09546614,22,135.24099731,6,70,8,6,24,37,0,0
08-févr.-2019 08:00:23.841,0.02440647,0.96161497,0.24388717,0.02189554,-,0.22734554,143.73831177,48.87643814,2.09546614,22,135.24099731,6,70,8,6,24,37,0,0
08-févr.-2019 08:00:23.945,-0.01854892,0.93525594,0.27390712,0.00774389,-,0.22734554,143.73831177,48.87643814,2.09546614,22,135.24099731,6,70,8,6,24,37,0,0
08-févr.-2019 08:00:24.039,0.00146439,0.91402233,0.30954054,0.00192214,-,0.22734554,143.73831177,48.87643814,2.09546614,22,135.24099731,6,70,8,6,24,37,0,0
08-févr.-2019 08:00:24.140,0.02245395,0.95014381,0.35762134,0.05520384,-,0.22734554,143.73831177,48.87643814,2.09546614,22,135.24099731,6,70,8,6,24,37,0,0
08-févr.-2019 08:00:24.240,-0.00366097,0.94331002,0.34517404,0.04344175,-,0.22734554,143.73831177,48.87643814,2.09546614,22,135.24099731,6,70,8,6,24,37,0,0
08-févr.-2019 08:00:24.340,0.03685377,0.91646302,0.30929649,0.00472661,-,0.22734554,143.73831177,48.87643814,2.09546614,22,135.24099731,6,70,8,6,24,37,0,0
08-févr.-2019 08:00:24.442,0.03514532,0.95917428,0.25487009,0.02366934,-,0.22734554,143.73831177,48.87643814,2.09546614,22,135.24099731,6,70,8,6,24,37,0,0
08-févr.-2019 08:00:24.542,0.03709783,0.96405554,0.32638103,0.05514944,-,0.22734554,143.73831177,48.87643814,2.09546614,22,135.24099731,6,70,8,6,24,37,0,0
08-févr.-2019 08:00:24.647,0.03343686,0.93623215,0.28074095,0.01158843,-,0.22734554,143.74475098,48.87643814,2.09546614,21,135.24099731,6,71,8,6,24,37,0,0
08-févr.-2019 08:00:24.742,0.03343686,0.93623215,0.28074095,0.01158843,-,0.22734554,143.74475098,48.87643814,2.09546614,21,135.24099731,6,71,8,6,24,37,0,0
08-févr.-2019 08:00:24.841,0.05076545,0.95087606,0.32833359,0.04448891,-,0.22734554,143.74475098,48.87643814,2.09546614,21,135.24099731,6,71,8,6,24,37,0,0
08-févr.-2019 08:00:24.941,-0.01757266,0.91499853,0.29416451,-0.0032175,-,0.22734554,143.74475098,48.87643814,2.09546614,21,135.24099731,6,71,8,6,24,37,0,0
08-févr.-2019 08:00:25.042,0.02538273,0.96600807,0.37006864,0.07497421,-,0.22734554,143.74475098,48.87643814,2.09546614,21,135.24099731,6,71,8,6,24,37,0,0
08-févr.-2019 08:00:25.143,0.03172841,0.91182578,0.36177042,0.02292688,-,0.22734554,143.74475098,48.87643814,2.09546614,21,135.24099731,6,71,8,6,24,37,0,0
08-févr.-2019 08:00:25.242,0.00097626,0.93501192,0.36665168,0.04535079,-,0.22734554,143.74475098,48.87643814,2.09546614,21,135.24099731,6,71,8,6,24,37,0,0
08-févr.-2019 08:00:25.341,0.00610162,0.94623882,0.37177709,0.05770639,-,0.22734554,143.74475098,48.87643814,2.09546614,21,135.24099731,6,71,8,6,24,37,0,0
08-févr.-2019 08:00:25.447,0.03441312,0.93672037,0.27171054,0.00870853,-,0.22734554,143.74475098,48.87643814,2.09546614,21,135.24099731,6,71,8,6,24,37,0,0
08-févr.-2019 08:00:25.541,0.00781007,0.95112014,0.25340569,0.01503189,-,0.22734554,143.74475098,48.87643814,2.09546614,21,135.24099731,6,71,8,6,24,37,0,0
08-févr.-2019 08:00:25.645,-0.01293543,0.9555133,0.34468588,0.05436123,-,0.22734554,143.75128174,48.87643814,2.09546614,22,135.24099731,6,72,8,6,24,37,0,0
08-févr.-2019 08:00:25.741,-0.02684711,0.99309921,0.30270675,0.07234549,-,0.22734554,143.75128174,48.87643814,2.09546614,22,135.24099731,6,72,8,6,24,37,0,0
08-févr.-2019 08:00:25.840,-0.05467049,0.99212301,0.20166397,0.03876605,-,0.22734554,143.75128174,48.87643814,2.09546614,22,135.24099731,6,72,8,6,24,37,0,0
08-févr.-2019 08:00:25.941,-0.09103613,1.00871933,0.14308845,0.04193843,-,0.22734554,143.75128174,48.87643814,2.09546614,22,135.24099731,6,72,8,6,24,37,0,0
08-févr.-2019 08:00:26.047,-0.09103613,1.00871933,0.14308845,0.04193843,-,0.22734554,143.75128174,48.87643814,2.09546614,22,135.24099731,6,72,8,6,24,37,0,0
08-févr.-2019 08:00:26.141,-0.12252048,1.0126245,0.10135338,0.04004882,-,0.22734554,143.75128174,48.87643814,2.09546614,22,135.24099731,6,72,8,6,24,37,0,0
08-févr.-2019 08:00:26.241,-0.11471041,1.02775645,0.08768576,0.05139089,-,0.22734554,143.75128174,48.87643814,2.09546614,22,135.24099731,6,72,8,6,24,37,0,2
08-févr.-2019 08:00:26.344,-0.13423559,1.01384485,-0.01091638,0.02691602,-,0.22734554,143.75128174,48.87643814,2.09546614,22,135.24099731,6,72,8,6,24,37,0,2
08-févr.-2019 08:00:26.443,-0.124473,1.04435289,0.20727746,0.09608686,-,0.22734554,143.75128174,48.87643814,2.09546614,22,135.24099731,6,72,8,6,24,37,0,3
08-févr.-2019 08:00:26.542,-0.15693361,1.05680025,-0.0128689,0.07230212,-,0.22751082,143.75128174,48.87643814,2.09546614,22,135.24099731,6,72,8,6,24,37,0,3
08-févr.-2019 08:00:26.642,-0.21697351,1.06827116,-0.2388728,0.09926876,-,0.22751082,143.81741333,48.87643814,2.09546614,22,135.24099731,6,72,8,6,24,37,0,3
08-févr.-2019 08:00:26.741,-0.11910357,1.13343644,-0.16784997,0.142085,-,0.22780083,143.81741333,48.87643814,2.09546614,21,135.24099731,6,73,8,6,24,37,0,6
08-févr.-2019 08:00:26.842,-0.07102282,0.9301306,0.1530951,-0.03310666,-,0.22780083,143.81741333,48.87643814,2.09546614,21,135.24099731,6,73,8,6,24,37,0,6
08-févr.-2019 08:00:26.944,-0.12056797,1.06509829,0.1745728,0.10688666,-,0.22780083,143.81741333,48.87643814,2.09546614,21,135.24099731,6,73,8,6,24,37,0,6
08-févr.-2019 08:00:27.042,-0.16279115,1.01970232,0.24022619,0.08759154,77.12877655,0.22847582,143.81741333,48.87643814,2.09546614,21,135.24099731,6,73,8,6,24,37,0,9
08-févr.-2019 08:00:27.144,-0.11666292,0.97943163,0.00885286,-0.00731753,77.12877655,0.22847582,143.81741333,48.87643814,2.09546614,21,135.24099731,6,73,8,6,24,37,0,9
08-févr.-2019 08:00:27.242,-0.11666292,0.97943163,0.00885286,0.12939523,77.12877655,0.22847582,143.81741333,48.87643814,2.09546614,21,135.24099731,6,73,8,6,24,37,0,9
08-févr.-2019 08:00:27.347,-0.10958505,1.07046783,0.24169059,0.12939523,77.12877655,0.22847582,143.81741333,48.87643814,2.09546614,21,135.24099731,6,73,8,6,24,37,0,9
08-févr.-2019 08:00:27.443,-0.16035052,1.09707081,0.09427551,0.1260042,77.12877655,0.22958805,143.81741333,48.87643814,2.09546614,21,135.24099731,6,73,8,6,24,37,0,13
08-févr.-2019 08:00:27.543,-0.14497444,0.98504508,0.04595069,0.00664046,77.12877655,0.22958805,143.81741333,48.87643814,2.09546614,21,135.24099731,6,73,8,6,24,37,0,13
08-févr.-2019 08:00:27.647,-0.04637229,1.0555799,0.31076089,0.1340203,77.12877655,0.23056805,143.88240051,48.87642288,2.09550881,21,125.80492401,6,73,8,6,24,37,4.63700199,15
08-févr.-2019 08:00:27.743,-0.03099621,0.9994449,0.12234294,0.02469716,77.12877655,0.23056805,143.88240051,48.87642288,2.09550881,21,125.80492401,6,74,8,6,24,37,4.63700199,15
08-févr.-2019 08:00:27.842,-0.1313068,0.94648296,0.11990231,-0.01914048,77.12877655,0.23141624,143.88240051,48.87642288,2.09550881,21,125.80492401,6,74,8,6,24,37,4.63700199,16
08-févr.-2019 08:00:27.942,-0.00854226,0.91011721,0.30978465,-0.00150579,77.12877655,0.23141624,143.88240051,48.87642288,2.09550881,21,125.80492401,6,74,8,6,24,37,4.63700199,16
08-févr.-2019 08:00:28.041,-0.00976259,0.93940502,0.26804957,0.00932317,82.63493347,0.23232833,143.88240051,48.87642288,2.09550881,21,125.80492401,6,74,8,6,24,37,4.63700199,17
08-févr.-2019 08:00:28.141,0.08395825,1.02311921,0.18775229,0.06648958,82.63493347,0.23232833,143.88240051,48.87642288,2.09550881,21,125.80492401,6,74,8,6,24,37,4.63700199,17
08-févr.-2019 08:00:28.242,0.09616149,0.79321027,0.35810944,-0.07865668,82.63493347,0.23232833,143.88240051,48.87642288,2.09550881,21,125.80492401,6,74,8,6,24,37,4.63700199,17
08-févr.-2019 08:00:28.341,0.09616149,0.79321027,0.35810944,-0.07865668,82.63493347,0.23352776,143.88240051,48.87642288,2.09550881,21,125.80492401,6,74,8,6,24,37,4.63700199,17
08-févr.-2019 08:00:28.443,0.06394495,0.83079624,0.04228972,-0.1543961,82.63493347,0.23352776,143.88240051,48.87642288,2.09550881,21,125.80492401,6,74,8,6,24,37,4.63700199,17
08-févr.-2019 08:00:28.544,-0.07566006,1.05313921,0.0818282,0.07176142,82.63493347,0.23352776,143.88240051,48.87642288,2.09550881,21,125.80492401,6,74,8,6,24,37,4.63700199,17
08-févr.-2019 08:00:28.643,-0.13887282,1.02067864,0.20044364,0.07337026,82.63493347,0.23484527,144.52191162,48.87640762,2.09554744,21,132.26423645,6,74,8,6,24,37,11.29023838,17
08-févr.-2019 08:00:28.742,0.06467714,0.82200986,0.24364312,-0.10640092,82.63493347,0.23484527,144.52191162,48.87640762,2.09554744,22,132.26423645,6,75,8,6,24,37,11.29023838,17
08-févr.-2019 08:00:28.842,0.06955844,0.83323687,0.16456614,-0.12270705,82.63493347,0.23484527,144.52191162,48.87640762,2.09554744,22,132.26423645,6,75,8,6,25,37,11.29023838,17
08-févr.-2019 08:00:28.941,0.04441978,0.97064531,0.40350547,0.09474271,82.63493347,0.23484527,144.52191162,48.87640762,2.09554744,22,132.26423645,6,75,8,6,25,37,11.29023838,17
08-févr.-2019 08:00:29.042,0.01269136,0.92646956,0.21826039,-0.01997322,82.63493347,0.2366586,144.52191162,48.87640762,2.09554744,22,132.26423645,6,75,8,6,25,37,11.29023838,17
08-févr.-2019 08:00:29.142,0.01269136,0.92646956,0.21826039,-0.01997322,82.63493347,0.23751332,144.52191162,48.87640762,2.09554744,22,132.26423645,6,75,8,6,25,37,11.29023838,17
08-févr.-2019 08:00:29.243,-0.18988234,0.87790072,0.31539813,-0.01005565,82.63493347,0.23751332,144.52191162,48.87640762,2.09554744,22,132.26423645,6,75,8,6,25,37,11.29023838,17
08-févr.-2019 08:00:29.342,-0.20159745,0.79931188,0.32882169,-0.07047369,82.63493347,0.2384418,144.52191162,48.87640762,2.09554744,22,132.26423645,6,75,8,6,25,37,11.29023838,18
08-févr.-2019 08:00:29.442,-0.11568667,0.94770324,0.26756147,0.02339705,82.63493347,0.2384418,144.52191162,48.87640762,2.09554744,22,132.26423645,6,75,8,6,25,37,11.29023838,18
08-févr.-2019 08:00:29.542,-0.23308179,0.73097378,0.18213882,-0.18225384,82.63493347,0.23942846,144.52191162,48.87640762,2.09554744,22,132.26423645,6,75,8,6,25,37,11.29023838,19
08-févr.-2019 08:00:29.643,-0.27969816,0.98650956,0.38983789,0.13677429,82.63493347,0.23942846,145.03749084,48.87637329,2.09560537,22,121.75230408,6,76,8,6,25,37,15.72893715,19
08-févr.-2019 08:00:29.742,-0.27969816,0.98650956,0.38983789,0.13677429,82.63493347,0.23942846,145.03749084,48.87637329,2.09560537,22,121.75230408,6,76,8,6,25,37,15.72893715,19
08-févr.-2019 08:00:29.842,-0.3311958,1.00457036,0.20239617,0.10051025,82.63493347,0.24117805,145.03749084,48.87637329,2.09560537,22,121.75230408,6,76,8,6,25,37,15.72893715,20
08-févr.-2019 08:00:29.941,-0.25211883,0.74659389,0.3219879,-0.10580413,82.63493347,0.24117805,145.03749084,48.87637329,2.09560537,22,121.75230408,6,76,8,6,25,37,15.72893715,20
08-févr.-2019 08:00:30.042,-0.26114923,0.9560014,0.37104487,0.09765368,82.63493347,0.24117805,145.03749084,48.87637329,2.09560537,22,121.75230408,6,76,8,6,25,37,15.72893715,20
08-févr.-2019 08:00:30.144,-0.07175502,1.00090933,0.17237622,0.04014232,82.63493347,0.24248208,145.03749084,48.87637329,2.09560537,22,121.75230408,6,76,8,6,25,37,15.72893715,21
08-févr.-2019 08:00:30.243,-0.15839799,0.90938509,0.47745708,0.08919144,82.63493347,0.24248208,145.03749084,48.87637329,2.09560537,22,121.75230408,6,76,8,6,25,37,15.72893715,21
08-févr.-2019 08:00:30.344,-0.09664962,0.83640975,0.11331257,-0.13112704,82.63493347,0.24248208,145.03749084,48.87637329,2.09560537,22,121.75230408,6,76,8,6,25,37,15.72893715,21
08-févr.-2019 08:00:30.442,-0.46933642,0.81419986,0.48355868,0.10660519,82.63493347,0.24248208,145.03749084,48.87637329,2.09560537,22,121.75230408,6,76,8,6,25,37,15.72893715,21
08-févr.-2019 08:00:30.542,-0.63944948,1.05460358,0.64244479,0.4400433,61.14102173,0.24492472,145.03749084,48.87637329,2.09560537,22,121.75230408,6,76,8,6,25,37,15.72893715,22
08-févr.-2019 08:00:30.641,-0.33363646,1.14319909,0.71224731,0.44200662,61.14102173,0.24582306,145.44775391,48.87634659,2.09567833,22,97.498703,4,76,8,6,25,37,18.5300293,22
08-févr.-2019 08:00:30.740,-0.0622365,0.63408011,0.64708203,-0.0177977,61.14102173,0.24582306,145.44775391,48.87634659,2.09567833,23,97.498703,4,77,8,6,25,37,18.5300293,22
08-févr.-2019 08:00:30.841,-0.27652529,0.57477242,0.28049687,-0.25704351,61.14102173,0.24696584,145.44775391,48.87634659,2.09567833,23,97.498703,4,77,8,6,25,37,18.5300293,22
08-févr.-2019 08:00:30.941,-0.33095172,0.94697106,0.38129559,0.1130025,61.14102173,0.24696584,145.44775391,48.87634659,2.09567833,23,97.498703,4,77,8,6,25,37,18.5300293,22
08-févr.-2019 08:00:31.043,-0.29409796,0.89425308,0.55751032,0.14865272,61.14102173,0.24696584,145.44775391,48.87634659,2.09567833,23,97.498703,4,77,8,6,25,37,18.5300293,23
08-févr.-2019 08:00:31.142,-0.28140661,0.826159,0.44450834,0.02904852,61.14102173,0.24835959,145.44775391,48.87634659,2.09567833,23,97.498703,4,77,8,6,25,37,18.5300293,23
08-févr.-2019 08:00:31.244,-0.28994888,0.92817801,0.53090727,0.15954599,61.14102173,0.24835959,145.44775391,48.87634659,2.09567833,23,97.498703,4,77,8,6,25,37,18.5300293,23
08-févr.-2019 08:00:31.344,-0.12862208,0.86423314,0.35957384,-0.01241873,61.14102173,0.24966292,145.44775391,48.87634659,2.09567833,23,97.498703,4,77,8,6,25,37,18.5300293,23
08-févr.-2019 08:00:31.442,-0.37732401,0.79467463,0.23217207,-0.05934929,61.14102173,0.24966292,145.44775391,48.87634659,2.09567833,23,97.498703,4,77,8,6,25,37,18.5300293,23
08-févr.-2019 08:00:31.542,-0.37732401,0.79467463,0.23217207,-0.05934929,61.14102173,0.24966292,145.44775391,48.87634659,2.09567833,23,97.498703,4,77,8,6,25,37,18.5300293,23
08-févr.-2019 08:00:31.642,-0.42149973,0.9159748,0.37128893,0.11338747,29.08928299,0.25188237,145.7882843,48.87634277,2.09576607,23,70.74516296,3,77,8,6,25,37,20.58912086,24
08-févr.-2019 08:00:31.741,-0.18353665,0.84275544,0.27561557,-0.0589292,29.08928299,0.25188237,145.7882843,48.87634277,2.09576607,22,70.74516296,3,78,8,6,25,37,20.58912086,24
08-févr.-2019 08:00:31.841,-0.25773233,0.81224728,0.45060998,0.01491201,29.08928299,0.25188237,145.7882843,48.87634277,2.09576607,22,70.74516296,3,78,8,6,25,37,20.58912086,24
08-févr.-2019 08:00:31.942,-0.21917009,1.04752576,0.38495654,0.17536038,29.08928299,0.25188237,145.7882843,48.87634277,2.09576607,22,70.74516296,3,78,8,6,25,37,20.58912086,24
08-févr.-2019 08:00:32.042,-0.23845121,0.87790072,0.40374959,0.04022656,29.08928299,0.25438002,145.7882843,48.87634277,2.09576607,22,70.74516296,3,78,8,6,25,37,20.58912086,25
08-févr.-2019 08:00:32.141,-0.10299531,0.77710199,0.33467925,-0.10334475,29.08928299,0.25438002,145.7882843,48.87634277,2.09576607,22,70.74516296,3,78,8,6,25,37,20.58912086,25
08-févr.-2019 08:00:32.242,-0.21624132,0.85715526,0.35493663,-0.00545576,29.08928299,0.25581792,145.7882843,48.87634277,2.09576607,22,70.74516296,3,78,8,6,25,37,20.58912086,26
08-févr.-2019 08:00:32.345,-0.21160409,0.95575738,0.73909444,0.28975344,29.08928299,0.25702402,145.7882843,48.87634277,2.09576607,22,70.74516296,3,78,8,6,25,37,20.58912086,26
08-févr.-2019 08:00:32.445,-0.03416906,0.81249142,0.39032599,-0.05008125,29.08928299,0.25702402,145.7882843,48.87634277,2.09576607,22,70.74516296,3,78,8,6,25,37,20.58912086,26
08-févr.-2019 08:00:32.542,-0.03416906,0.81249142,0.39032599,-0.05008125,29.08928299,0.25702402,145.7882843,48.87634277,2.09576607,22,70.74516296,3,78,8,6,25,37,20.58912086,26
08-févr.-2019 08:00:32.643,-0.03709783,0.8691144,0.60900795,0.12262596,29.08928299,0.25858402,146.06362915,48.87636185,2.09585094,21,43.27796555,3,78,8,6,25,37,23.35097694,26
08-févr.-2019 08:00:32.741,-0.07102282,0.80126441,0.10062119,-0.17067051,41.45874405,0.25973237,146.06362915,48.87636185,2.09585094,21,43.27796555,3,79,8,6,25,37,23.35097694,26
08-févr.-2019 08:00:32.841,-0.03709783,0.84324354,0.2277789,-0.09422123,41.45874405,0.25973237,146.06362915,48.87636185,2.09585094,21,43.27796555,3,79,8,6,25,37,23.35097694,26
08-févr.-2019 08:00:32.947,-0.14570662,0.92646956,0.35957384,0.04476302,41.45874405,0.25973237,146.06362915,48.87636185,2.09585094,21,43.27796555,3,79,8,6,25,37,23.35097694,26
08-févr.-2019 08:00:33.045,-0.05930772,0.79272217,0.70419317,0.13116147,41.45874405,0.25973237,146.06362915,48.87636185,2.09585094,21,43.27796555,3,79,8,6,25,38,23.35097694,26
08-févr.-2019 08:00:33.141,-0.07248722,0.81493205,0.49820259,0.01386236,41.45874405,0.26231793,146.06362915,48.87636185,2.09585094,21,43.27796555,3,79,8,6,25,38,23.35097694,26
08-févr.-2019 08:00:33.241,-0.02294208,1.17443943,0.35493663,0.26011342,41.45874405,0.26231793,146.06362915,48.87636185,2.09585094,21,43.27796555,3,79,8,6,25,38,23.35097694,26
08-févr.-2019 08:00:33.342,-0.29238951,0.90035462,0.03130681,-0.04396873,41.45874405,0.26231793,146.06362915,48.87636185,2.09585094,21,43.27796555,3,79,8,6,25,38,23.35097694,26
08-févr.-2019 08:00:33.444,0.07541599,0.72926533,0.41351214,-0.10459074,41.45874405,0.26231793,146.06362915,48.87636185,2.09585094,21,43.27796555,3,79,8,6,25,38,23.35097694,26
08-févr.-2019 08:00:33.544,-0.16449961,0.79076964,0.30124238,-0.09782038,41.45874405,0.26508403,146.06362915,48.87636185,2.09585094,21,43.27796555,3,79,8,6,25,38,23.35097694,26
08-févr.-2019 08:00:33.644,-0.15913019,1.07217622,0.43450168,0.20895597,41.45874405,0.26508403,146.2797699,48.87641144,2.0959208,21,29.10297775,3,79,8,6,25,38,25.23249054,26
08-févr.-2019 08:00:33.742,-0.15913019,1.07217622,0.43450168,0.20895597,41.45874405,0.26665932,146.2797699,48.87641144,2.0959208,23,29.10297775,3,80,8,6,25,38,25.23249054,27
08-févr.-2019 08:00:33.842,-0.21404473,0.99480766,0.15748827,0.05000503,41.45874405,0.26665932,146.2797699,48.87641144,2.0959208,23,29.10297775,3,80,8,6,25,38,25.23249054,27
08-févr.-2019 08:00:33.943,-0.14839134,1.05240703,0.67002416,0.3128956,39.41751862,0.268401,146.2797699,48.87641144,2.0959208,23,29.10297775,3,80,8,6,25,38,25.23249054,28
08-févr.-2019 08:00:34.046,-0.01684046,0.77539355,0.30465928,-0.12490519,39.41751862,0.268401,146.2797699,48.87641144,2.0959208,23,29.10297775,3,80,8,6,25,38,25.23249054,28
08-févr.-2019 08:00:34.140,-0.12959835,1.00823128,0.27244276,0.08297761,39.41751862,0.2700499,146.2797699,48.87641144,2.0959208,23,29.10297775,3,80,8,6,25,38,25.23249054,28
08-févr.-2019 08:00:34.242,-0.08420233,0.86642969,0.52016842,0.06919595,39.41751862,0.2700499,146.2797699,48.87641144,2.0959208,23,29.10297775,3,80,8,6,25,38,25.23249054,28
08-févr.-2019 08:00:34.350,-0.02855557,0.87253129,0.58923876,0.11266425,39.41751862,0.27155879,146.2797699,48.87641144,2.0959208,23,29.10297775,3,80,8,6,25,38,25.23249054,28
08-févr.-2019 08:00:34.447,-0.04027067,0.92232049,0.49014848,0.09608049,39.41751862,0.27155879,146.2797699,48.87641144,2.0959208,23,29.10297775,3,80,8,6,25,38,25.23249054,28
08-févr.-2019 08:00:34.541,-0.03880629,0.97137755,0.38300404,0.08589981,39.41751862,0.27155879,146.2797699,48.87641144,2.0959208,23,29.10297775,3,80,8,6,25,38,25.23249054,28
08-févr.-2019 08:00:34.643,0.04466384,0.9765029,0.37519398,0.08727609,39.41751862,0.27405545,146.45080566,48.87647247,2.09597254,21,22.63352776,3,80,8,6,25,38,25.61402512,28
08-févr.-2019 08:00:34.741,-0.05857553,0.96674031,0.38617688,0.08406108,39.41751862,0.27405545,146.45080566,48.87647247,2.09597254,21,22.63352776,3,81,8,6,25,38,25.61402512,28
08-févr.-2019 08:00:34.842,0.04734855,0.9481914,0.49698228,0.12185384,39.41751862,0.27405545,146.45080566,48.87647247,2.09597254,21,22.63352776,3,81,8,6,25,38,25.61402512,28
08-févr.-2019 08:00:34.941,0.03636564,0.89083618,0.56434417,0.11225426,39.41751862,0.27405545,146.45080566,48.87647247,2.09597254,21,22.63352776,3,81,8,6,25,38,25.61402512,28
08-févr.-2019 08:00:35.046,0.00707788,0.81444389,0.28684258,-0.0980179,39.41751862,0.2768513,146.45080566,48.87647247,2.09597254,21,22.63352776,3,81,8,6,25,38,25.61402512,27
08-févr.-2019 08:00:35.144,0.05564675,0.93525594,0.52065653,0.12422321,39.41751862,0.27785242,146.45080566,48.87647247,2.09597254,21,22.63352776,3,81,8,6,25,38,25.61402512,26
08-févr.-2019 08:00:35.242,0.05564675,0.93525594,0.52065653,0.12422321,39.41751862,0.27785242,146.45080566,48.87647247,2.09597254,21,22.63352776,3,81,8,6,25,38,25.61402512,26
08-févr.-2019 08:00:35.342,0.13155088,0.81639642,0.37177709,-0.04763362,39.41751862,0.27916992,146.45080566,48.87647247,2.09597254,21,22.63352776,3,81,8,6,25,38,25.61402512,25
08-févr.-2019 08:00:35.441,0.15498109,0.73683137,0.21191469,-0.1847183,39.41751862,0.27916992,146.45080566,48.87647247,2.09597254,21,22.63352776,3,81,8,6,25,38,25.61402512,25
08-févr.-2019 08:00:35.540,0.19281112,0.90108687,0.72298622,0.23591387,39.41751862,0.28051743,146.45080566,48.87647247,2.09597254,21,22.63352776,3,81,8,6,25,38,25.61402512,24
08-févr.-2019 08:00:35.643,0.1520523,0.89083618,0.53969359,0.10758957,39.41751862,0.28051743,146.66928101,48.87654114,2.09601927,24,21.27303314,3,81,8,6,25,38,25.36613464,24
08-févr.-2019 08:00:35.743,0.07834477,0.93330336,0.64610583,0.19785091,39.41751862,0.28051743,146.66928101,48.87654114,2.09601927,24,21.27303314,3,82,8,6,25,38,25.36613464,22
08-févr.-2019 08:00:35.842,0.07761257,0.83494532,0.66831571,0.13769521,39.41751862,0.28191021,146.66928101,48.87654114,2.09601927,24,21.27303314,3,82,8,6,25,38,25.36613464,22
